title,authors,year,doi,source_id,provider,language,journal,url,source_query,retrieval_timestamp,licence_note
Social (In)Justice for Small-Scale Fisherfolk in the Turks and Caicos Islands: Struggling to Stay Afloat in a Tax Haven,"Marta C. Calosso, John A. B. Claydon",2022,10.1007/978-3-030-89624-9_4,crossref:10.1007/978-3-030-89624-9_4,Crossref,,MARE Publication Series,https://doi.org/10.1007/978-3-030-89624-9_4,small scale fisheries blue economy labour ocean literacy marine governance,2026-07-24T11:51:11.554432+00:00,Crossref open metadata
Gender and Blue Justice in small-scale fisheries governance,"Madeleine Gustavsson, Katia Frangoudes, Lars Lindström, María Catalina Álvarez Burgos, Maricela de la Torre-Castro",2021,10.1016/j.marpol.2021.104743,crossref:10.1016/j.marpol.2021.104743,Crossref,,Marine Policy,https://doi.org/10.1016/j.marpol.2021.104743,small scale fisheries blue economy labour ocean literacy marine governance,2026-07-24T11:51:11.554350+00:00,Crossref open metadata
Comparative study of the histology and Micro-CT scan of the goldfish hood,"Jinghang Zhang, Jingtong Zhou, Yiling Pan, Wei He, Chenhong Li",2026,10.1016/j.aaf.2024.10.002,crossref:10.1016/j.aaf.2024.10.002,Crossref,,Aquaculture and Fisheries,https://doi.org/10.1016/j.aaf.2024.10.002,fisheries aquaculture EQF qualification framework micro-credential learning outcomes,2026-07-24T11:51:12.063946+00:00,Crossref open metadata
How co-approaches contribute to a framework for sustainable circular economic transition work in the Norwegian fisheries and aquaculture sectors,Megan Palmer-Abbs,2026,10.4324/9781003616771-8,crossref:10.4324/9781003616771-8,Crossref,,Managing Marine Plastic Pollution in Norway,https://doi.org/10.4324/9781003616771-8,fisheries aquaculture EQF qualification framework micro-credential learning outcomes,2026-07-24T11:51:12.063930+00:00,Crossref open metadata
Unveiling Gender Inequities in Small‐Scale Fisheries and Aquaculture in East Africa: a Harvard Analytical Framework Approach,"Kevin Okoth Ouko, Cherine Lando Yugi, Modock Odiwuor Oketch, Lucy Njogu, Jimmy Brian Mboya, Robert John Ogola, Danstone Aboge, Mavindu Muthoka, Dick Chune Midamba",2026,10.1002/aff2.70210,crossref:10.1002/aff2.70210,Crossref,,"Aquaculture, Fish and Fisheries",https://doi.org/10.1002/aff2.70210,fisheries aquaculture EQF qualification framework micro-credential learning outcomes,2026-07-24T11:51:12.063975+00:00,Crossref open metadata
World fisheries and aquaculture production,Unknown,2026,10.4060/cd8357en-fig1.3,crossref:10.4060/cd8357en-fig1.3,Crossref,,The State of World Fisheries and Aquaculture 2026,https://doi.org/10.4060/cd8357en-fig1.3,fisheries aquaculture EQF qualification framework micro-credential learning outcomes,2026-07-24T11:51:12.063978+00:00,Crossref open metadata
Erratum to “Stakeholder Perspectives on the 2023 Ghana National Aquaculture Development Plan: An Integration Within the Ecosystem Approach Framework”,Unknown,2025,10.1002/aff2.70109,crossref:10.1002/aff2.70109,Crossref,,"Aquaculture, Fish and Fisheries",https://doi.org/10.1002/aff2.70109,fisheries aquaculture EQF qualification framework micro-credential learning outcomes,2026-07-24T11:51:12.063821+00:00,Crossref open metadata
Machine Vision Applications for Welfare Monitoring in Aquaculture: Challenges and Opportunities,"Amy Fitzgerald, Christos C. Ioannou, Sofia Consuegra, Andrew Dowsey, Carlos Garcia de Leaniz",2025,10.1002/aff2.70036,crossref:10.1002/aff2.70036,Crossref,,"Aquaculture, Fish and Fisheries",https://doi.org/10.1002/aff2.70036,fisheries aquaculture EQF qualification framework micro-credential learning outcomes,2026-07-24T11:51:12.063958+00:00,Crossref open metadata
A framework for risk analysis of the shellfish aquaculture: The case of the Mediterranean mussel farming in Greece,"John A. Theodorou, Ioannis Tzovenis",2023,10.1016/j.aaf.2021.04.002,crossref:10.1016/j.aaf.2021.04.002,Crossref,,Aquaculture and Fisheries,https://doi.org/10.1016/j.aaf.2021.04.002,fisheries aquaculture EQF qualification framework micro-credential learning outcomes,2026-07-24T11:51:12.063825+00:00,Crossref open metadata
Effective algorithmic operational framework for fish texture evaluation in industry: Achieving maturity,"D. Dimogianopoulos, K. Grigorakis",2023,10.1016/j.aaf.2020.10.001,crossref:10.1016/j.aaf.2020.10.001,Crossref,,Aquaculture and Fisheries,https://doi.org/10.1016/j.aaf.2020.10.001,fisheries aquaculture EQF qualification framework micro-credential learning outcomes,2026-07-24T11:51:12.063986+00:00,Crossref open metadata
"A combination of learning and non-learning based method for enhancement, compression and reconstruction of underwater images","Rashmi S. Nair, Sandanam Domnic",2022,10.1016/j.aaf.2021.10.006,crossref:10.1016/j.aaf.2021.10.006,Crossref,,Aquaculture and Fisheries,https://doi.org/10.1016/j.aaf.2021.10.006,fisheries aquaculture EQF qualification framework micro-credential learning outcomes,2026-07-24T11:51:12.063837+00:00,Crossref open metadata
Applications of data mining and machine learning framework in aquaculture and fisheries: A review,"J. Gladju, Biju Sam Kamalam, A. Kanagaraj",2022,10.1016/j.atech.2022.100061,crossref:10.1016/j.atech.2022.100061,Crossref,,Smart Agricultural Technology,https://doi.org/10.1016/j.atech.2022.100061,fisheries aquaculture EQF qualification framework micro-credential learning outcomes,2026-07-24T11:51:12.063913+00:00,Crossref open metadata
"Legal framework, research, and some peripheral issues","Ágúst Einarsson, Ásta Dís Óladóttir",2021,10.1016/b978-0-12-821056-7.00003-2,crossref:10.1016/b978-0-12-821056-7.00003-2,Crossref,,Fisheries and Aquaculture,https://doi.org/10.1016/b978-0-12-821056-7.00003-2,fisheries aquaculture EQF qualification framework micro-credential learning outcomes,2026-07-24T11:51:12.063941+00:00,Crossref open metadata
AQUA-TNET lifelong learning strategy changes E &amp; T attitudes towards ECVET implementation and the EQF,"Sónia Seixas, Margaret Eleftheriou",2020,10.1007/s10499-020-00560-x,crossref:10.1007/s10499-020-00560-x,Crossref,,Aquaculture International,https://doi.org/10.1007/s10499-020-00560-x,fisheries aquaculture EQF qualification framework micro-credential learning outcomes,2026-07-24T11:51:12.063810+00:00,Crossref open metadata
Crayfish Aquaculture,W. Ray McClain,2020,10.1093/oso/9780190865627.003.0011,crossref:10.1093/oso/9780190865627.003.0011,Crossref,,Fisheries and Aquaculture,https://doi.org/10.1093/oso/9780190865627.003.0011,fisheries aquaculture EQF qualification framework micro-credential learning outcomes,2026-07-24T11:51:12.063937+00:00,Crossref open metadata
Shrimp Fisheries,Raymond T. Bauer,2020,10.1093/oso/9780190865627.003.0004,crossref:10.1093/oso/9780190865627.003.0004,Crossref,,Fisheries and Aquaculture,https://doi.org/10.1093/oso/9780190865627.003.0004,fisheries aquaculture EQF qualification framework micro-credential learning outcomes,2026-07-24T11:51:12.063953+00:00,Crossref open metadata
Squat Lobster Fisheries,Mariano J. Diez,2020,10.1093/oso/9780190865627.003.0005,crossref:10.1093/oso/9780190865627.003.0005,Crossref,,Fisheries and Aquaculture,https://doi.org/10.1093/oso/9780190865627.003.0005,fisheries aquaculture EQF qualification framework micro-credential learning outcomes,2026-07-24T11:51:12.063996+00:00,Crossref open metadata
Sustainable aquaculture through the One Health lens,"G. D. Stentiford, I. J. Bateman, S. J. Hinchliffe, D. Bass, R. Hartnell, E. M. Santos, M. J. Devlin, S. W. Feist, N. G. H. Taylor, D. W. Verner-Jeffreys, R. van Aerle, E. J. Peeler, W. A. Higman, L. Smith, R. Baines, D. C. Behringer, I. Katsiadaki, H. E. Froehlich, C. R. Tyler",2020,10.1038/s43016-020-0127-5,crossref:10.1038/s43016-020-0127-5,Crossref,,Nature Food,https://doi.org/10.1038/s43016-020-0127-5,fisheries aquaculture EQF qualification framework micro-credential learning outcomes,2026-07-24T11:51:12.063885+00:00,Crossref open metadata
UV irradiation and micro filtration effects on micro particle development and microbial water quality in recirculation aquaculture systems,"Kim João de Jesus Gregersen, Per Bovbjerg Pedersen, Lars-Flemming Pedersen, Dibo Liu, Johanne Dalsgaard",2020,10.1016/j.aquaculture.2019.734785,crossref:10.1016/j.aquaculture.2019.734785,Crossref,,Aquaculture,https://doi.org/10.1016/j.aquaculture.2019.734785,fisheries aquaculture EQF qualification framework micro-credential learning outcomes,2026-07-24T11:51:12.063983+00:00,Crossref open metadata
Editorial: Aquaculture genomics,Adelino V.M. Canário,2019,10.1016/j.aaf.2018.12.005,crossref:10.1016/j.aaf.2018.12.005,Crossref,,Aquaculture and Fisheries,https://doi.org/10.1016/j.aaf.2018.12.005,fisheries aquaculture EQF qualification framework micro-credential learning outcomes,2026-07-24T11:51:12.063993+00:00,Crossref open metadata
Revisiting the FJH Hypothesis: New Data and New Measure for an Old Question on Social Mobility,"Marqúes Perales Ildefonso, Xiaowei Sun",2025,10.1007/s11205-025-03559-0,crossref:10.1007/s11205-025-03559-0,Crossref,,Social Indicators Research,https://doi.org/10.1007/s11205-025-03559-0,living res. maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,2026-07-24T11:51:13.775164+00:00,Crossref open metadata
Establishment of Data-base Prediction Indicators for Risk Group of Elderly Living alone,Moon Sun Song,2022,10.31888/jkgs.2022.42.2.273,crossref:10.31888/jkgs.2022.42.2.273,Crossref,,Korea Gerontological Society,https://doi.org/10.31888/jkgs.2022.42.2.273,living res. maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,2026-07-24T11:51:13.775137+00:00,Crossref open metadata
Re-examination of pollution haven hypothesis for Turkey with Fourier approach,Nilgun Cil,2022,10.1007/s11356-022-22800-8,crossref:10.1007/s11356-022-22800-8,Crossref,,Environmental Science and Pollution Research,https://doi.org/10.1007/s11356-022-22800-8,living res. maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,2026-07-24T11:51:13.775214+00:00,Crossref open metadata
Which Income Inequality Influences Which Health Indicators? Analysis of the Income Inequality Hypothesis with Market and Disposable Gini Indicators,Ki-tae Kim,2019,10.1007/s11205-019-02129-5,crossref:10.1007/s11205-019-02129-5,Crossref,,Social Indicators Research,https://doi.org/10.1007/s11205-019-02129-5,living res. maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,2026-07-24T11:51:13.775119+00:00,Crossref open metadata
Illustrated Glossary of Bivalve Terms,Unknown,2021,10.2307/j.ctv1zm2v56.69,crossref:10.2307/j.ctv1zm2v56.69,Crossref,,Seashells of Southern Florida,https://doi.org/10.2307/j.ctv1zm2v56.69,living res. qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-24T11:51:15.626057+00:00,Crossref open metadata
Systematics and Taxonomy,"Yong Huang, Yuqing Guo",2021,10.1007/978-981-16-3836-7_4,crossref:10.1007/978-981-16-3836-7_4,Crossref,,Free-living Marine Nematodes from the East China Sea,https://doi.org/10.1007/978-981-16-3836-7_4,living res. qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,2026-07-24T11:51:15.626001+00:00,Crossref open metadata
"Deep seabed mining, the International Seabed Authority, and the Sustainable Development Goals","Aline Jaeckel, Pradeep A. Singh",2026,10.4337/9781803923574.00030,crossref:10.4337/9781803923574.00030,Crossref,,The Elgar Companion to Ocean Governance and the Sustainable Development Goals,https://doi.org/10.4337/9781803923574.00030,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100606+00:00,Crossref open metadata
Environmental impact assessment in deep seabed mining: lessons from global best practices for the International Seabed Authority,Shushmita Ahmed,2026,10.1080/18366503.2026.2653296,crossref:10.1080/18366503.2026.2653296,Crossref,,Australian Journal of Maritime &amp; Ocean Affairs,https://doi.org/10.1080/18366503.2026.2653296,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100552+00:00,Crossref open metadata
Seabed mining requires timely governance,Carsten Rühlemann,2026,10.1126/science.aei7769,crossref:10.1126/science.aei7769,Crossref,,Science,https://doi.org/10.1126/science.aei7769,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100556+00:00,Crossref open metadata
Conclusion,André Xavier,2025,10.4324/9781032622828-15,crossref:10.4324/9781032622828-15,Crossref,,Sustainable Mining Governance,https://doi.org/10.4324/9781032622828-15,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100559+00:00,Crossref open metadata
Critical minerals and the geopolitics of contemporary industrial mining,Stephen Teeuwen,2025,10.4324/9781032622828-8,crossref:10.4324/9781032622828-8,Crossref,,Sustainable Mining Governance,https://doi.org/10.4324/9781032622828-8,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100596+00:00,Crossref open metadata
Governance and mining governance,"J. Andrés Domínguez-Gómez, Alexander Ruser",2025,10.4324/9781032622828-3,crossref:10.4324/9781032622828-3,Crossref,,Sustainable Mining Governance,https://doi.org/10.4324/9781032622828-3,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100430+00:00,Crossref open metadata
Governance and social participation in mining projects,"Rocío Muñoz-Moreno, Teresa González Gómez",2025,10.4324/9781032622828-6,crossref:10.4324/9781032622828-6,Crossref,,Sustainable Mining Governance,https://doi.org/10.4324/9781032622828-6,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100434+00:00,Crossref open metadata
Governance and the social license to operate,"Jacques Demajorovic, Adriano Augusto França Pimenta",2025,10.4324/9781032622828-4,crossref:10.4324/9781032622828-4,Crossref,,Sustainable Mining Governance,https://doi.org/10.4324/9781032622828-4,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100538+00:00,Crossref open metadata
Governance issues in artisanal and small-scale mining,"Clara De Holanda Araujo, Bern Klein, André Xavier",2025,10.4324/9781032622828-9,crossref:10.4324/9781032622828-9,Crossref,,Sustainable Mining Governance,https://doi.org/10.4324/9781032622828-9,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100544+00:00,Crossref open metadata
Governance of mining waste,Simone Picarelli,2025,10.4324/9781032622828-12,crossref:10.4324/9781032622828-12,Crossref,,Sustainable Mining Governance,https://doi.org/10.4324/9781032622828-12,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100425+00:00,Crossref open metadata
History of governance in mining,"Agustín Galán Garcia, Roberto Fernandez Villarino",2025,10.4324/9781032622828-2,crossref:10.4324/9781032622828-2,Crossref,,Sustainable Mining Governance,https://doi.org/10.4324/9781032622828-2,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100462+00:00,Crossref open metadata
Main debates in community mining politics,Rodolfo Tarraubella,2025,10.4324/9781032622828-10,crossref:10.4324/9781032622828-10,Crossref,,Sustainable Mining Governance,https://doi.org/10.4324/9781032622828-10,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100530+00:00,Crossref open metadata
The Implementation of the Social Licence to Operate (SLO) Concept in Nickel Mining Governance in Kolaka Regency,Umirul Ham,2025,10.22146/pcd.v13i1.16659,crossref:10.22146/pcd.v13i1.16659,Crossref,,PCD Journal,https://doi.org/10.22146/pcd.v13i1.16659,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100468+00:00,Crossref open metadata
The Potential Impact of Seabed Mining on Critical Mineral Supply Chains and Global Geopolitics,Unknown,2025,10.7249/rra3560-1,crossref:10.7249/rra3560-1,Crossref,,,https://doi.org/10.7249/rra3560-1,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100534+00:00,Crossref open metadata
Unveiling gender dynamics for inclusive mining governance,"Marion Provencher, Ege Tekinbas",2025,10.4324/9781032622828-7,crossref:10.4324/9781032622828-7,Crossref,,Sustainable Mining Governance,https://doi.org/10.4324/9781032622828-7,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100458+00:00,Crossref open metadata
Water governance challenges in Mongolian Gobi Desert and Forest-Steppe mining regions,Bolormaa Purevjav,2025,10.4324/9781032622828-13,crossref:10.4324/9781032622828-13,Crossref,,Sustainable Mining Governance,https://doi.org/10.4324/9781032622828-13,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100499+00:00,Crossref open metadata
Deep-seabed mining: an environmental concern and a holistic social environmental justice issue,"Sandra Cassotta, Michael Goodsite",2024,10.3389/focsu.2024.1355965,crossref:10.3389/focsu.2024.1355965,Crossref,,Frontiers in Ocean Sustainability,https://doi.org/10.3389/focsu.2024.1355965,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100524+00:00,Crossref open metadata
Blue Economy's Deep Seabed Mining,Pablo Ferrara,2023,10.4324/9781003284437-16,crossref:10.4324/9781003284437-16,Crossref,,Mining Law and Governance in Africa,https://doi.org/10.4324/9781003284437-16,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100449+00:00,Crossref open metadata
Foreword,Unknown,2023,10.1017/9781108770125.001,crossref:10.1017/9781108770125.001,Crossref,,International Environmental Obligations and Liabilities in Deep Seabed Mining,https://doi.org/10.1017/9781108770125.001,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100590+00:00,Crossref open metadata
Index,Unknown,2023,10.1017/9781108770125.013,crossref:10.1017/9781108770125.013,Crossref,,International Environmental Obligations and Liabilities in Deep Seabed Mining,https://doi.org/10.1017/9781108770125.013,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100599+00:00,Crossref open metadata
International Environmental Liabilities of the Sponsoring State and the International Seabed Authority,Unknown,2023,10.1017/9781108770125.010,crossref:10.1017/9781108770125.010,Crossref,,International Environmental Obligations and Liabilities in Deep Seabed Mining,https://doi.org/10.1017/9781108770125.010,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100491+00:00,Crossref open metadata
International Environmental Obligations and Liabilities in Deep Seabed Mining,Linlin Sun,2023,10.1017/9781108770125,crossref:10.1017/9781108770125,Crossref,,,https://doi.org/10.1017/9781108770125,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100593+00:00,Crossref open metadata
International Seabed Authority and Its Environmental Mandate,Unknown,2023,10.1017/9781108770125.005,crossref:10.1017/9781108770125.005,Crossref,,International Environmental Obligations and Liabilities in Deep Seabed Mining,https://doi.org/10.1017/9781108770125.005,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100438+00:00,Crossref open metadata
Process and Development of Stakeholder Engagement in Environmental Impact Assessment for Deep Seabed Mining,"Lei Zheng, Yuxin Wang",2023,10.2139/ssrn.4560901,crossref:10.2139/ssrn.4560901,Crossref,,,https://doi.org/10.2139/ssrn.4560901,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100411+00:00,Crossref open metadata
Public participation in the governance of deep-seabed mining in the Area,"Jeff Ardron, Hannah Lily, Aline Jaeckel",2023,10.4337/9781789909081.00026,crossref:10.4337/9781789909081.00026,Crossref,,Research Handbook on International Marine Environmental Law,https://doi.org/10.4337/9781789909081.00026,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100480+00:00,Crossref open metadata
Stakeholder Engagement In Environmental Impact Assessment for Deep Seabed Mining from the Perspective of a Maritime Community with a Shared Future,"Lei Zheng, Yuxin Wang",2023,10.2139/ssrn.4526691,crossref:10.2139/ssrn.4526691,Crossref,,,https://doi.org/10.2139/ssrn.4526691,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100484+00:00,Crossref open metadata
Taking Precautionary Approaches to the Governance of Commercial Deep Seabed Mining: Law-Making of International Seabed Authority and Multi-Subject Participation,"Jinpeng Wang, Wenqi Jiang, Chuanjuan Wang, Dahai Liu",2023,10.3390/su15086414,crossref:10.3390/su15086414,Crossref,,Sustainability,https://doi.org/10.3390/su15086414,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100495+00:00,Crossref open metadata
Deep impact: ocean seabed mining,Pradeep Singh,2022,10.54377/ed5a-5a0e,crossref:10.54377/ed5a-5a0e,Crossref,,,https://doi.org/10.54377/ed5a-5a0e,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100416+00:00,Crossref open metadata
China’s Legislation in Relation to Deep Seabed Mining in the Area,Xiangxin Xu,2021,10.1163/9789004472341_006,crossref:10.1163/9789004472341_006,Crossref,,Responsibility to Ensure,https://doi.org/10.1163/9789004472341_006,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100514+00:00,Crossref open metadata
Key Elements of “Reasonably Appropriate” Sponsoring States’ Environmental Legislation for Deep Seabed Mining in the Area,Xiangxin Xu,2021,10.1163/9789004472341_005,crossref:10.1163/9789004472341_005,Crossref,,Responsibility to Ensure,https://doi.org/10.1163/9789004472341_005,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100503+00:00,Crossref open metadata
Mining Impacts on the Marine Environment and Deep Seabed Mining Regime,Xiangxin Xu,2021,10.1163/9789004472341_003,crossref:10.1163/9789004472341_003,Crossref,,Responsibility to Ensure,https://doi.org/10.1163/9789004472341_003,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100465+00:00,Crossref open metadata
Environmental governance of deep seabed mining - Scientific insights and food for thought,"S. Christiansen, H. Ginzky, K. Houghton, A. Vink",2020,10.1016/j.marpol.2020.103827,crossref:10.1016/j.marpol.2020.103827,Crossref,,Marine Policy,https://doi.org/10.1016/j.marpol.2020.103827,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100549+00:00,Crossref open metadata
Deep Seabed Mining and the Marine Environment,Aline L. Jaeckel,2019,10.1163/9789004332287_002,crossref:10.1163/9789004332287_002,Crossref,,The International Seabed Authority and the Precautionary Principle,https://doi.org/10.1163/9789004332287_002,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100445+00:00,Crossref open metadata
The Environmental Mandate of the ISA,Aline L. Jaeckel,2019,10.1163/9789004332287_005,crossref:10.1163/9789004332287_005,Crossref,,The International Seabed Authority and the Precautionary Principle,https://doi.org/10.1163/9789004332287_005,seabed mining governance environmental impact social licence,2026-07-24T11:51:16.100565+00:00,Crossref open metadata
Archetypical patterns of barriers and enablers to policy coherence in European marine and coastal governance: a systematic review,"Saskia Trubbach, Ellen Johannesen, Froukje Maria Platjouw",2026,10.3389/focsu.2026.1768173,crossref:10.3389/focsu.2026.1768173,Crossref,,Frontiers in Ocean Sustainability,https://doi.org/10.3389/focsu.2026.1768173,marine aggregates extraction coastal governance sustainability,2026-07-24T11:51:17.054143+00:00,Crossref open metadata
Lightweight expanded clay aggregates in a coastal ecosystem: a spatial snapshot of an overlooked marine litter component,Mário Cerqueira,2026,10.1016/j.marpolbul.2026.119748,crossref:10.1016/j.marpolbul.2026.119748,Crossref,,Marine Pollution Bulletin,https://doi.org/10.1016/j.marpolbul.2026.119748,marine aggregates extraction coastal governance sustainability,2026-07-24T11:51:17.054162+00:00,Crossref open metadata
Recalibrating Coastal and Marine Environmental Governance Through Integrated Data Infrastructures: The EMMERA Platform,"Angelos Menelaou, Michalis Makrominas, Evi Plomaritou, Carola Hein",2026,10.3390/su18147144,crossref:10.3390/su18147144,Crossref,,Sustainability,https://doi.org/10.3390/su18147144,marine aggregates extraction coastal governance sustainability,2026-07-24T11:51:17.054083+00:00,Crossref open metadata
Coastal and Marine Governance and Protection,Unknown,2025,10.3390/books978-3-7258-5626-8,crossref:10.3390/books978-3-7258-5626-8,Crossref,,,https://doi.org/10.3390/books978-3-7258-5626-8,marine aggregates extraction coastal governance sustainability,2026-07-24T11:51:17.054179+00:00,Crossref open metadata
Policy and Governance Approaches for Coastal and Marine Pollution Management,Chandrasekara SSK,2025,10.1002/9781394237029.ch18,crossref:10.1002/9781394237029.ch18,Crossref,,Coastal and Marine Pollution,https://doi.org/10.1002/9781394237029.ch18,marine aggregates extraction coastal governance sustainability,2026-07-24T11:51:17.054132+00:00,Crossref open metadata
Coastal cities governance in the context of integrated coastal zonal management: a sustainable development goal perspective under international environmental law for ‘coastal sustainability’,"Shijun Zhang, Qian Wu, M. Jahanzeb Butt, Yan-Ming Lv, Yan-E- Wang",2024,10.3389/fmars.2024.1364554,crossref:10.3389/fmars.2024.1364554,Crossref,,Frontiers in Marine Science,https://doi.org/10.3389/fmars.2024.1364554,marine aggregates extraction coastal governance sustainability,2026-07-24T11:51:17.054108+00:00,Crossref open metadata
Author comment: The role of art in coastal and marine sustainability — R1/PR6,Ana Matias,2023,10.1017/cft.2023.13.pr6,crossref:10.1017/cft.2023.13.pr6,Crossref,,,https://doi.org/10.1017/cft.2023.13.pr6,marine aggregates extraction coastal governance sustainability,2026-07-24T11:51:17.054196+00:00,Crossref open metadata
Decision: The role of art in coastal and marine sustainability — R0/PR5,Unknown,2023,10.1017/cft.2023.13.pr5,crossref:10.1017/cft.2023.13.pr5,Crossref,,,https://doi.org/10.1017/cft.2023.13.pr5,marine aggregates extraction coastal governance sustainability,2026-07-24T11:51:17.054153+00:00,Crossref open metadata
Decision: The role of art in coastal and marine sustainability — R1/PR10,Unknown,2023,10.1017/cft.2023.13.pr10,crossref:10.1017/cft.2023.13.pr10,Crossref,,,https://doi.org/10.1017/cft.2023.13.pr10,marine aggregates extraction coastal governance sustainability,2026-07-24T11:51:17.054156+00:00,Crossref open metadata
Recommendation: The role of art in coastal and marine sustainability — R0/PR4,Unknown,2023,10.1017/cft.2023.13.pr4,crossref:10.1017/cft.2023.13.pr4,Crossref,,,https://doi.org/10.1017/cft.2023.13.pr4,marine aggregates extraction coastal governance sustainability,2026-07-24T11:51:17.054150+00:00,Crossref open metadata
Recommendation: The role of art in coastal and marine sustainability — R1/PR9,Unknown,2023,10.1017/cft.2023.13.pr9,crossref:10.1017/cft.2023.13.pr9,Crossref,,,https://doi.org/10.1017/cft.2023.13.pr9,marine aggregates extraction coastal governance sustainability,2026-07-24T11:51:17.054147+00:00,Crossref open metadata
Review: The role of art in coastal and marine sustainability — R0/PR2,Unknown,2023,10.1017/cft.2023.13.pr2,crossref:10.1017/cft.2023.13.pr2,Crossref,,,https://doi.org/10.1017/cft.2023.13.pr2,marine aggregates extraction coastal governance sustainability,2026-07-24T11:51:17.054119+00:00,Crossref open metadata
Review: The role of art in coastal and marine sustainability — R0/PR3,Unknown,2023,10.1017/cft.2023.13.pr3,crossref:10.1017/cft.2023.13.pr3,Crossref,,,https://doi.org/10.1017/cft.2023.13.pr3,marine aggregates extraction coastal governance sustainability,2026-07-24T11:51:17.054126+00:00,Crossref open metadata
Review: The role of art in coastal and marine sustainability — R1/PR7,Unknown,2023,10.1017/cft.2023.13.pr7,crossref:10.1017/cft.2023.13.pr7,Crossref,,,https://doi.org/10.1017/cft.2023.13.pr7,marine aggregates extraction coastal governance sustainability,2026-07-24T11:51:17.054123+00:00,Crossref open metadata
Review: The role of art in coastal and marine sustainability — R1/PR8,Unknown,2023,10.1017/cft.2023.13.pr8,crossref:10.1017/cft.2023.13.pr8,Crossref,,,https://doi.org/10.1017/cft.2023.13.pr8,marine aggregates extraction coastal governance sustainability,2026-07-24T11:51:17.054112+00:00,Crossref open metadata
Author comment: The role of art in coastal and marine sustainability — R0/PR1,Ana Matias,2022,10.1017/cft.2023.13.pr1,crossref:10.1017/cft.2023.13.pr1,Crossref,,,https://doi.org/10.1017/cft.2023.13.pr1,marine aggregates extraction coastal governance sustainability,2026-07-24T11:51:17.054170+00:00,Crossref open metadata
Marine Fisheries Act 2020 of Bangladesh: A Missed Opportunity for Sustainability and Collaborative Governance,"Abdullah Al Arif, Md Saiful Karim",2022,10.1163/15718085-bja10075,crossref:10.1163/15718085-bja10075,Crossref,,The International Journal of Marine and Coastal Law,https://doi.org/10.1163/15718085-bja10075,marine aggregates extraction coastal governance sustainability,2026-07-24T11:51:17.054099+00:00,Crossref open metadata
"Perspectives on building climate resilience via marine and coastal management from the governance frontline in Victoria, Australia",Anthony Boxshall,2022,10.1016/j.ocecoaman.2022.106291,crossref:10.1016/j.ocecoaman.2022.106291,Crossref,,Ocean &amp; Coastal Management,https://doi.org/10.1016/j.ocecoaman.2022.106291,marine aggregates extraction coastal governance sustainability,2026-07-24T11:51:17.054268+00:00,Crossref open metadata
Marine Fisheries Governance in China: Low-Efficacy Policies and Future Adjustments,"Lijun Wang, Tao Li",2021,10.1080/08920753.2021.1928454,crossref:10.1080/08920753.2021.1928454,Crossref,,Coastal Management,https://doi.org/10.1080/08920753.2021.1928454,marine aggregates extraction coastal governance sustainability,2026-07-24T11:51:17.054229+00:00,Crossref open metadata
