signal_id,evidence_id,run_id,sector,axis_group,axis_code,query_id,query_family,semantic_scope,signal_type,competence_label,competence_description,demand_phrase,learning_outcome_candidate,evidence_text_scope,evidence_text_hash,confidence_score,classifier_version,manual_review_status,validity_warning
signal:97df0fec9f6ddde0b7f41ba6edca90b8870ba8b37b5b7524215303eb8f46922c,evidence:doi:10.29013/esr-21-5.6-26-31,30090903921-1,desalination,HYDRONIZATION,H,Q_DESALINATION_COMP_001,competence_demand,title,education_training_signal,Education and training signal,"Formal or informal education, training, curriculum, or capacity building.",training,Education and training signal evidenced in: TEACHERS’ PROFESSIONAL COMPETENCES: PEDAGOGICAL EXPERIMENT (TRAINING STAGE),TEACHERS’ PROFESSIONAL COMPETENCES: PEDAGOGICAL EXPERIMENT (TRAINING STAGE),b779af8ecc96dd1a8bc294adabdafdc235270d94655fadf084148fe2eb7693d5,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:982b6d43e6450585921798c968d63b2630a15dd7b5969a1ee10232ed412ecbfb,evidence:doi:10.1079/9781800628441.0008,30090903921-1,coastal_tourism,OCEANIC,O,Q_COASTAL_TOURISM_CORE_003,core_sector,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",sustainability,"Sustainability, resilience, or adaptation skill evidenced in: A Destination Perspective on Cruise Line Sustainability",A Destination Perspective on Cruise Line Sustainability,917ebff41972f669ba8dcaf8905e84269991ce8887a73f94f8bad2c72e07e71b,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:983c9bda45d20544df3a503a345903f1833ebc23448e9e2728bb84f56615e0c0,evidence:doi:10.5957/ssc395-i,30090903921-1,ship_repair,MARITIME,T,Q_SHIP_REPAIR_CORE_002,core_sector,title,technical_skill,Technical or engineering skill,"Engineering, technology, and operations skill signals.",maintenance,Technical or engineering skill evidenced in: Ship Maintenance Project (Phases II and III - Volume 1),Ship Maintenance Project (Phases II and III - Volume 1),4463a906abeab8c90d0c6fda97b8bc78aae124a1caff0588138fefb9acd9f54a,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9857e2919f3c0f993193381df6b5f8986c1ed8bca14672385c71196e25602965,evidence:doi:10.1080/01441647.2022.2036864,30090903921-1,maritime_transport,MARITIME,T,Q_MARITIME_TRANSPORT_VAL_001,validation_eqf_translation,title,digital_skill,Digital or data skill,"Digital, data, AI, autonomy, and cyber-technical skill signals.",machine learning,Digital or data skill evidenced in: A survey of the opportunities and challenges of supervised machine learning in maritime risk analysis,A survey of the opportunities and challenges of supervised machine learning in maritime risk analysis,efc553eb39c0f7c9307e2c8284f84c2e786e4663b802a3bd77e4737d161bab4c,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9860dab93ae3dc6202f303e95dd9756a0ddf1506502cb6c5333d364694dd0cf3,evidence:doi:10.1016/j.jup.2026.102173,30090903921-1,desalination,HYDRONIZATION,H,Q_DESALINATION_CORE_002,core_sector,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",sustainability,"Sustainability, resilience, or adaptation skill evidenced in: Bottled water or filtered tap water? A nexus-based sustainability assessment for Qatar",Bottled water or filtered tap water? A nexus-based sustainability assessment for Qatar,a5d11d709e00219879f3b6b5c1dd8b9a63c5955de652399c8f0d052419f03adf,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:98c2f1853f03f0f66f7b2f9f23ea61c402e42b296191539c9f8d0e056da71253,evidence:doi:10.28925/2412-0774.2025.4.4,30090903921-1,maritime_defence,MARITIME,T,Q_MARITIME_DEFENCE_COMP_001,competence_demand,title,education_training_signal,Education and training signal,"Formal or informal education, training, curriculum, or capacity building.",training,Education and training signal evidenced in: MASTERING BASIC COMPETENCES BY MILITARY SERVICEMEN IN THE PROCESS OF COURSE TRAINING FOR PARTICIPATION IN INTERNATIONAL PEACE AND SECURITY SUPPORT OPERATIONS,MASTERING BASIC COMPETENCES BY MILITARY SERVICEMEN IN THE PROCESS OF COURSE TRAINING FOR PARTICIPATION IN INTERNATIONAL PEACE AND SECURITY SUPPORT OPERATIONS,4c2c4365cee33049f5e3431aba953eaf0ee013cd82210d915b719f2015247ca1,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:98ddfe465240334996d98623a1b9da3626707a48bee6cf64b663046329ae9bba,evidence:doi:10.1016/j.oceaneng.2022.113322,30090903921-1,renewable_energy,MARITIME,T,Q_RENEWABLE_ENERGY_EMRG_001,emerging_demand,title,technical_skill,Technical or engineering skill,"Engineering, technology, and operations skill signals.",maintenance,Technical or engineering skill evidenced in: Operation and maintenance optimization of offshore wind farms based on digital twin: A review,Operation and maintenance optimization of offshore wind farms based on digital twin: A review,1a7f7dcf7f5b7833827424b184dee11301d6613d551c8260519182b4f5db571c,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:990627125a006f8c09e1bd5dbd182c44489a67022a563e8b80f27a7ee0ae6b1c,evidence:doi:10.7490/f1000research.1119716.1,30090903921-1,coastal_tourism,OCEANIC,O,Q_COASTAL_TOURISM_COMP_001,competence_demand,title,workforce_skill,Workforce skill signal,"Mentions of workforce, labour, employment, and human-capital dimensions.",profession,"Workforce skill signal evidenced in: ELIXIR Training Platform: SPLASH – Skills, Professional development, Learning Assessment, Support and Help","ELIXIR Training Platform: SPLASH – Skills, Professional development, Learning Assessment, Support and Help",1958f18f038a8ed7e533f853ac138ec62ac81c10d7cc1babb6c42676a2807c25,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9954931d2a57f1d883a6146b17ac96ceaa7dfa24ba1ceb474b8264bc1570487b,evidence:doi:10.1007/978-3-032-16288-5_2,30090903921-1,port_activities,MARITIME,T,Q_PORT_ACTIVITIES_CORE_002,core_sector,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",sustainable,"Sustainability, resilience, or adaptation skill evidenced in: Smart Contracts and Blockchain-Driven Decision Support in Port Concessions: Business Intelligence and Data Science Contributions for Sustainable Supply Chains in Angola",Smart Contracts and Blockchain-Driven Decision Support in Port Concessions: Business Intelligence and Data Science Contributions for Sustainable Supply Chains in Angola,c0ee286af8d2cf725d926bf630a0e554264a2beb85a313c0fe8a0ba704b81bd4,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9982cb76e02e08af82849a33e0cea218a30b563eadd64509a63337a23219c9ae,evidence:doi:10.4324/9781003669593-10,30090903921-1,desalination,HYDRONIZATION,H,Q_DESALINATION_EMRG_002,emerging_demand,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",resilient,"Sustainability, resilience, or adaptation skill evidenced in: Intersecting Climate-Resilient Development and Just Energy Transition Strategies in Zimbabwe",Intersecting Climate-Resilient Development and Just Energy Transition Strategies in Zimbabwe,3912de09241da832bc8e161a2cac1d64fbff6180fce5b167765ee83dcbcc7ee0,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:998c9688ba1ad1c6a0535898e4e1bee819042cb90c26964d1b12716bcd49ea6d,evidence:doi:10.1201/9781003671039-8,30090903921-1,renewable_energy,MARITIME,T,Q_RENEWABLE_ENERGY_CORE_002,core_sector,title,governance_skill,Governance or policy skill,"Governance, institutional, and stakeholder coordination skills.",policy,"Governance or policy skill evidenced in: IoT Innovations for Marine Renewable Energies: Legal, Technical, and Policy Pathways for Decentralized Ocean Energy Systems","IoT Innovations for Marine Renewable Energies: Legal, Technical, and Policy Pathways for Decentralized Ocean Energy Systems",5950f2ea2fc20ec3ae6119dad7e2abe79ff15aa8a45888f08514d36b4149f689,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9a32f6342cfd5e70d39da8e00ee861fce62f4fe0a65fba2212c2866eecb47b3b,evidence:doi:10.4324/9781003140788-7,30090903921-1,coastal_tourism,OCEANIC,O,Q_COASTAL_TOURISM_HYP_001,hypothesis_verification,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",sustainable,"Sustainability, resilience, or adaptation skill evidenced in: Synthetic indicators and sustainable coastal tourism in Murcia, Spain","Synthetic indicators and sustainable coastal tourism in Murcia, Spain",7fde1c8e1712bc53608c3c449a9b9e2752eaea3ded1bdb9c62d29b0ddfe39da1,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9a6ecb8cd4fdd0a54ef34c16b05a8a401f84098f9f90cde6d43a657604f55d53,evidence:doi:10.1007/978-3-031-32671-4_61-1,30090903921-1,r_i,OCEANIC,O,Q_R_I_CORE_003,core_sector,title,governance_skill,Governance or policy skill,"Governance, institutional, and stakeholder coordination skills.",governance,Governance or policy skill evidenced in: Smart Governance for a Sustainable Blue Economy: The Case of the Bay of Bengal,Smart Governance for a Sustainable Blue Economy: The Case of the Bay of Bengal,86ca431ed6735d1376aa854b6608c9041c5aa905f3d349eedbf577e0ad8e2c23,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9a7b0e4704d809924f2277dd1d9f8061b379e9855a391af66eec515511fe5c60,evidence:doi:10.18280/ijsse.150606,30090903921-1,maritime_transport,MARITIME,T,Q_MARITIME_TRANSPORT_CORE_003,core_sector,title,policy_regulation_skill,Policy or regulation skill,"Regulatory, legal, and compliance skill signals.",compliance,Policy or regulation skill evidenced in: Enhancing Safety Standards in Purse Seine Fisheries: An Assessment of Maritim Labor Convention (MLC) Compliance in Indonesian Waters,Enhancing Safety Standards in Purse Seine Fisheries: An Assessment of Maritim Labor Convention (MLC) Compliance in Indonesian Waters,fefbf16b2919d0ad33b025ed75358ad9272fbb449dfba814c2bc7ac3831bced7,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9a92f50df073be49b3648ea3dbb6f8f5d067231538dd4086e3c6efb1c55daa33,evidence:doi:10.1007/s00267-025-02282-3,30090903921-1,renewable_energy,MARITIME,T,Q_RENEWABLE_ENERGY_CORE_001,core_sector,title,policy_regulation_skill,Policy or regulation skill,"Regulatory, legal, and compliance skill signals.",regulation,Policy or regulation skill evidenced in: Guiding Elements for Strengthening Cumulative Impact Assessment Regulations for Offshore Wind Energy,Guiding Elements for Strengthening Cumulative Impact Assessment Regulations for Offshore Wind Energy,9584e2c51826accc5b4f2f6b2cb79707aad4f4dcf548cd355460d656afbf108a,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9aa145c2fd8afcf2c14f0f20371ff8036ca5e231abef5f2ea77fbacd3298ea58,evidence:doi:10.2139/ssrn.6957419,30090903921-1,blue_biotech,MARINE,M,Q_BLUE_BIOTECH_EMRG_001,emerging_demand,title,digital_skill,Digital or data skill,"Digital, data, AI, autonomy, and cyber-technical skill signals.",ai,Digital or data skill evidenced in: AI in ADR: Shaping a Just Energy Transition,AI in ADR: Shaping a Just Energy Transition,6b16d1a1a8da6c54e2dca046cf7cdacf80e1c77152d59a4abd13585a47b086a6,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9ab24e6787e1f4decd2284b9df47701515196434fc8cf8d0212224d4eed1d2ee,evidence:doi:10.20944/preprints202211.0429.v1,30090903921-1,r_i,OCEANIC,O,Q_R_I_EMRG_001,emerging_demand,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",adaptation,"Sustainability, resilience, or adaptation skill evidenced in: A New Digital Twin for Climate Change Adaptation, Water Management, and Disaster Risk Reduction (HIP Digital Twin)","A New Digital Twin for Climate Change Adaptation, Water Management, and Disaster Risk Reduction (HIP Digital Twin)",0b2aa05493d193385742ff9d7b80e6393e8c5d258dddedc64140c028bf33a188,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9acfd01e994ea163947c5d8ca45c7238e4f36c09f8081004fb7b4f07bb7a91ba,evidence:doi:10.4337/9781802206883.00014,30090903921-1,maritime_transport,MARITIME,T,Q_MARITIME_TRANSPORT_CORE_002,core_sector,title,governance_skill,Governance or policy skill,"Governance, institutional, and stakeholder coordination skills.",governance,Governance or policy skill evidenced in: Maritime law and governance,Maritime law and governance,a2f9a445825fb0d2a388d91ac2104665e80e7bdb403bf30f5c4e55794a7150c8,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9ae62de1e8f7f85177a673a82d4da34ce143f2b5039f0f096e11668156d2ccde,evidence:doi:10.1007/978-3-030-69325-1_20,30090903921-1,port_activities,MARITIME,T,Q_PORT_ACTIVITIES_CORE_001,core_sector,title,governance_skill,Governance or policy skill,"Governance, institutional, and stakeholder coordination skills.",governance,Governance or policy skill evidenced in: Maritime Governance and International Maritime Organization Instruments Focused on Sustainability in the Light of United Nations’ Sustainable Development Goals,Maritime Governance and International Maritime Organization Instruments Focused on Sustainability in the Light of United Nations’ Sustainable Development Goals,12cb71c5f78d62a9024dcbdf64c6bb69335759933ae00323943703769060bd50,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9b04befa7654c880e8d3e233c209d95ac27902f429f25f09565df2df1872918f,evidence:doi:10.4324/9781003397120-12,30090903921-1,coastal_tourism,OCEANIC,O,Q_COASTAL_TOURISM_EMRG_001,emerging_demand,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",adaptation,"Sustainability, resilience, or adaptation skill evidenced in: Just Adaptation and Climate Justice",Just Adaptation and Climate Justice,e403149fad5b69951e060a718cbc8f94878989703a4484e913a971bafd358655,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9b5d3719d1479cc684fc6bc290f6f43fd01572ebf1249da602cab6fb4c852664,evidence:doi:10.4060/cc9784en,30090903921-1,living_res,MARINE,M,Q_LIVING_RES_CORE_001,core_sector,title,governance_skill,Governance or policy skill,"Governance, institutional, and stakeholder coordination skills.",governance,Governance or policy skill evidenced in: Small-scale fisheries governance,Small-scale fisheries governance,790c016d24740c9671844ae41692affcfbf755e8fd4892a04d4ad121fe59f315,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9b6c5cb2cf80ab3b480b1fa4d258c89f229c649970d184334b9a42572ef95e8c,evidence:doi:10.1109/icps49255.2021.9468227,30090903921-1,infra_robotics,MARITIME,T,Q_INFRA_ROBOTICS_CORE_001,core_sector,title,digital_skill,Digital or data skill,"Digital, data, AI, autonomy, and cyber-technical skill signals.",digital,Digital or data skill evidenced in: Developing Web-based Digital Twin of Assembly Lines for Industrial Cyber-physical Systems,Developing Web-based Digital Twin of Assembly Lines for Industrial Cyber-physical Systems,85c986a00c6448888edaa00e20d9b26a58a2fe34706ae51e3ea29bd3e08e3eb6,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9bcbf5296622a76e3f341b137d8d8c86bee2ef3697f4de69d9a7e03637d00016,evidence:doi:10.1016/b978-0-323-85251-7.00021-4,30090903921-1,infra_robotics,MARITIME,T,Q_INFRA_ROBOTICS_CORE_003,core_sector,title,safety_risk_skill,Safety or risk-management skill,"Safety, risk, hazard, and emergency-response skill signals.",risk,Safety or risk-management skill evidenced in: Designing and implementing coastal dunes for flood risk reduction,Designing and implementing coastal dunes for flood risk reduction,05dfbe88aa1039158b72a8c7e085a075de9d4fbbdd0490c05d4526faf2a6cba5,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9becfe35384eadee9b0fa42436f94ef39d73cfb67cb6f13f1f5f88e230ee113e,evidence:doi:10.1079/9781800628441.0012,30090903921-1,coastal_tourism,OCEANIC,O,Q_COASTAL_TOURISM_CORE_003,core_sector,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",sustainable,"Sustainability, resilience, or adaptation skill evidenced in: Conclusion: Toward a Sustainable Future in Cruise Tourism",Conclusion: Toward a Sustainable Future in Cruise Tourism,0e142c93d3778d9d7714481d2d94e3466b4375930854ea397d20fb67144218a1,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9bf71d80fc31f26d98f790f467a5d02bd3503cc79a8bf1434f3e528e9d0d5fea,evidence:doi:10.21203/rs.3.rs-7369796/v1,30090903921-1,port_activities,MARITIME,T,Q_PORT_ACTIVITIES_CORE_003,core_sector,title,governance_skill,Governance or policy skill,"Governance, institutional, and stakeholder coordination skills.",policies,"Governance or policy skill evidenced in: Flood risk under sea-level rise and lessons on adaptation policies in coastal urban management: A case study in Hai Phong City, Vietnam","Flood risk under sea-level rise and lessons on adaptation policies in coastal urban management: A case study in Hai Phong City, Vietnam",5a1a83fe28f02d967f4f650996333c96f8ee57e88ba3d8776714b5dcbf0875d4,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9c095a6dd40d2c35d0dff76d98c2d4e3af74cd07300e653c10ce711ffb41495c,evidence:doi:10.1007/978-3-031-71555-6_2,30090903921-1,renewable_energy,MARITIME,T,Q_RENEWABLE_ENERGY_CORE_002,core_sector,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",climate,"Sustainability, resilience, or adaptation skill evidenced in: Climate Change and Ocean Renewable Energy: Policy Problems",Climate Change and Ocean Renewable Energy: Policy Problems,8bf775f0a04bbcaa9ae30507ab3aa6f419b7e802a1c8450cc97536cf66e2e7c0,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9c136e66d39f3298c479efeab7198ba80ea5b84112f17405c66c26d64273d33d,evidence:doi:10.5505/jems.2019.29491,30090903921-1,port_activities,OCEANIC,O,Q_PORT_ACTIVITIES_THY_001,theory_translation,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",sustainability,"Sustainability, resilience, or adaptation skill evidenced in: Academicians Viewpoint on Port Managers Prior Competencies in terms of Environmental Sustainability Performance of Container Port Enterprises in Turkey",Academicians Viewpoint on Port Managers Prior Competencies in terms of Environmental Sustainability Performance of Container Port Enterprises in Turkey,aa383842ced4dbcaa03e60e13966b43210d2ae3c8b337078f79ef5cbe8f5cd77,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9c148cb16640d6555a38bffac6d12086b8bc21ff52a2942acceb1e985602ae51,evidence:doi:10.1016/j.tranpol.2021.09.005,30090903921-1,maritime_transport,MARITIME,T,Q_MARITIME_TRANSPORT_CORE_002,core_sector,title,technical_skill,Technical or engineering skill,"Engineering, technology, and operations skill signals.",technology,Technical or engineering skill evidenced in: Assessing innovation in transport: An application of the Technology Adoption (TechAdo) model to Maritime Autonomous Surface Ships (MASS),Assessing innovation in transport: An application of the Technology Adoption (TechAdo) model to Maritime Autonomous Surface Ships (MASS),436be95a431b3e1edc64b7e3df656df2998f7024871f5d28d492924f784087a6,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9c400fe9a29c1f7b947812f88a8ecf82a496c60c52b7d1adf680657ea567753d,evidence:doi:10.3390/jmse14090800,30090903921-1,r_i,OCEANIC,O,Q_R_I_CORE_001,core_sector,title,digital_skill,Digital or data skill,"Digital, data, AI, autonomy, and cyber-technical skill signals.",digital,Digital or data skill evidenced in: A Digital Twin Prototype for a Deep-Sea Observation Network: Virtual Environment Reconstruction and Data-Driven Predictive Analytics,A Digital Twin Prototype for a Deep-Sea Observation Network: Virtual Environment Reconstruction and Data-Driven Predictive Analytics,79a6629df4efa0f4eeca9ea727b1168db8868fff2b52347692000070cf425624,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9c4ad590c39b98823ea306c94a31a3c10f3068f9f73710bcbc542329a8b2e04c,evidence:doi:10.59490/jcrfr.2024.0014,30090903921-1,infra_robotics,MARITIME,T,Q_INFRA_ROBOTICS_CORE_003,core_sector,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",adaptation,"Sustainability, resilience, or adaptation skill evidenced in: Adaptation to Flooding in St. Augustine, USA","Adaptation to Flooding in St. Augustine, USA",2584c40698c2ec40b166d1bfcec3515e0d95822a54a5caf251eab65e78fcdce8,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9c6dc26e7a67ccab8c9d1fe55494a37fb6ff76797bf6bd66db8fb2d889d94ce9,evidence:doi:10.1017/9781009760171.007,30090903921-1,maritime_transport,MARITIME,T,Q_MARITIME_TRANSPORT_CORE_003,core_sector,title,policy_regulation_skill,Policy or regulation skill,"Regulatory, legal, and compliance skill signals.",law,Policy or regulation skill evidenced in: AI at Sea: Implications for Seafarers and Maritime Labor Law,AI at Sea: Implications for Seafarers and Maritime Labor Law,cab6f1c82b4ebed1b2bd5e359e3cd12c432ffdc61918367007794f659b4cd8ae,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9ca76978a5926aa6bdb0ab731312402c49e8d4509ec219e26a3048002bf5a280,evidence:doi:10.1016/b978-0-12-820644-7.00004-9,30090903921-1,desalination,HYDRONIZATION,H,Q_DESALINATION_CORE_002,core_sector,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",sustainable,"Sustainability, resilience, or adaptation skill evidenced in: Desalination technologies and potential mathematical modeling for sustainable water–energy nexus",Desalination technologies and potential mathematical modeling for sustainable water–energy nexus,af701496243fc40a81b725d518ca464f2b002dfd5009399286de9987399d9faa,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9caabc87c092c463e14c230e23f3c891eb132d0d5af75b782715035b6e0f48fe,evidence:doi:10.1088/1755-1315/1559/1/012039,30090903921-1,port_activities,MARITIME,T,Q_PORT_ACTIVITIES_CORE_001,core_sector,title,governance_skill,Governance or policy skill,"Governance, institutional, and stakeholder coordination skills.",policy,Governance or policy skill evidenced in: Sustainable Maritime Infrastructure and Coastal Accessibility Policy for Marine Resource Utilization in the Kepulauan Riau Province,Sustainable Maritime Infrastructure and Coastal Accessibility Policy for Marine Resource Utilization in the Kepulauan Riau Province,27552add92babaaff1c64697bd7c55b492da9f170f6f20ebcd930b7d1127133d,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9cb2f968438f759f86557c4a38d1986f4faaf935779a6a28d641c98ac502a2a9,evidence:doi:10.21203/rs.3.rs-9105998/v1,30090903921-1,port_activities,MARITIME,T,Q_PORT_ACTIVITIES_EMRG_001,emerging_demand,title,digital_skill,Digital or data skill,"Digital, data, AI, autonomy, and cyber-technical skill signals.",digital,Digital or data skill evidenced in: AI–IoT–Digital Twin Framework for Predictive Maintenance in Smart Manufacturing,AI–IoT–Digital Twin Framework for Predictive Maintenance in Smart Manufacturing,df45708ed0847bdd267955aaa3349e33e8d501eb696cf6b19d46b3e742454837,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9cc3854d08eb8dd9883ceb1b392f55e9153c38f119e9cc4e127df457c3cc391e,evidence:doi:10.22271/27069583.2025.v7.i1b.135,30090903921-1,coastal_tourism,OCEANIC,O,Q_COASTAL_TOURISM_CORE_003,core_sector,title,governance_skill,Governance or policy skill,"Governance, institutional, and stakeholder coordination skills.",governance,Governance or policy skill evidenced in: Wildlife tourism in Assam: Assessing environmental impact and governance for sustainable development,Wildlife tourism in Assam: Assessing environmental impact and governance for sustainable development,80f45f0e70e163e49be1698f31707d4772e7ab0e93d8365a9bbcff5307993820,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9cfee1caa92b8f4736419aaee52169d0dccbc5a7a20be64b40ed44f39036f1d7,evidence:doi:10.9753/icce.v38.management.5,30090903921-1,infra_robotics,MARITIME,T,Q_INFRA_ROBOTICS_CORE_003,core_sector,title,safety_risk_skill,Safety or risk-management skill,"Safety, risk, hazard, and emergency-response skill signals.",risk,Safety or risk-management skill evidenced in: COASTAL FLOOD RISK TO EUROPEAN CRITICAL INFRASTRUCTURE,COASTAL FLOOD RISK TO EUROPEAN CRITICAL INFRASTRUCTURE,43e6c9b3677cfc8b139c9a5394d17f3f13194220a6a3d57679452d047e126482,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9d064d98f235395fde4e4586c3b4f9f9b1d40a9e3886da12333a2e33d034b88b,evidence:doi:10.4018/979-8-3373-9978-2.ch010,30090903921-1,living_res,MARINE,M,Q_LIVING_RES_EMRG_001,emerging_demand,title,sustainability_skill,"Sustainability, resilience, or adaptation skill","Sustainability, resilience, and adaptation skill signals.",resilience,"Sustainability, resilience, or adaptation skill evidenced in: AI-Enabled Climate Adaptation and Resilience for Vulnerable Populations in the Global South",AI-Enabled Climate Adaptation and Resilience for Vulnerable Populations in the Global South,a778bfa7e58bb19acc62e16f27d6ed28b4ea639ac0c96e3f91f1f4d58d7e9055,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9d80d7af97cf9e0b8b7a8a08bc666dc51617837eab78adfdd09006edbfb1b559,evidence:doi:10.2139/ssrn.6182879,30090903921-1,blue_biotech,MARINE,M,Q_BLUE_BIOTECH_VAL_001,validation_eqf_translation,title,education_training_signal,Education and training signal,"Formal or informal education, training, curriculum, or capacity building.",curricula,Education and training signal evidenced in: Integrating sustainability into the curricula of micro-credential programs in management education,Integrating sustainability into the curricula of micro-credential programs in management education,f1b16e4d49a48a0d517040dbbf9dcc6e73f25cccfae01a3cd93c7874f49c6707,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9d864765c9a915484d62959cd73a8c1358c8b676246453a242a732b5ba9129a4,evidence:doi:10.4324/9780429491023-4,30090903921-1,maritime_transport,OCEANIC,O,Q_MARITIME_TRANSPORT_EMRG_002,emerging_demand,title,safety_risk_skill,Safety or risk-management skill,"Safety, risk, hazard, and emergency-response skill signals.",hazard,Safety or risk-management skill evidenced in: Community values and preferences for coastal hazard interventions,Community values and preferences for coastal hazard interventions,d754e95c6cd7250cd63f326a7498f5df5372296e54a850ee6e636749584a11ba,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9d9342cc16d1a1698c3a3e983a60cbf8c7d65ec4e24858a03853b629f9f92f7b,evidence:doi:10.1016/j.ecoinf.2025.103483,30090903921-1,r_i,OCEANIC,O,Q_R_I_CORE_001,core_sector,title,digital_skill,Digital or data skill,"Digital, data, AI, autonomy, and cyber-technical skill signals.",digital,Digital or data skill evidenced in: A roadmap for designing a virtual interface to explore a digital twin of the oceans for marine ecosystems monitoring,A roadmap for designing a virtual interface to explore a digital twin of the oceans for marine ecosystems monitoring,bfb1df0441a431487e7519cbd75c9b80fe31eb8ae71d9fa47774960081468791,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9daf4e6c48cd7157ceaeb8ebfd1b152427cad3856e571fc4d4d96fd5bce62562,evidence:doi:10.1007/978-3-032-13638-1_16,30090903921-1,r_i,OCEANIC,O,Q_R_I_CORE_003,core_sector,title,workforce_skill,Workforce skill signal,"Mentions of workforce, labour, employment, and human-capital dimensions.",workforce,Workforce skill signal evidenced in: Workforce Development Through Inclusive Education: Empowering Persons with Disabilities in the Blue Economy,Workforce Development Through Inclusive Education: Empowering Persons with Disabilities in the Blue Economy,924e7b15eb89c471cf55ff29e9d7b75ddf49f275fd1a42bebad264c72028d778,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
signal:9db4698c07b7f2e1eb1c247a9c9824281576e7d4267d159f795b3dacd7cf88f0,evidence:doi:10.1016/j.jenvman.2024.120509,30090903921-1,desalination,HYDRONIZATION,H,Q_DESALINATION_CORE_001,core_sector,title,governance_skill,Governance or policy skill,"Governance, institutional, and stakeholder coordination skills.",governance,Governance or policy skill evidenced in: Desalination and transboundary water governance in conflict settings,Desalination and transboundary water governance in conflict settings,21d0fdec95c800124d8dcd1ac6b688dee8821577ed036c5b514e4be3b036de13,0.45,cumulative-db-semantic-v1,review_required,metadata_only_limitation
