query_id,sector_slug,query_family,query_text,provider,provider_canonical,execution_status,returned_record_count,normalized_record_count,contributed_record_count,raw_record_count,accepted_record_count,excluded_outside_time_window_count,excluded_missing_year_count,from_year,to_year,declared_sort_strategy,sort_status,declared_sampling_mode,declared_pages,declared_rows_per_page,sampling_status,time_window_status,requested_constraint_filters,applied_constraint_filters,unsupported_constraint_filters,unapplied_constraint_filters,validity_warnings,errors,warnings
Q_MARITIME_DEFENCE_CORE_001,maritime_defence,core_sector,maritime security governance blue economy,crossref,crossref,completed,50,42,37,50,42,6,2,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,Crossref retry search: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.488 wait_seconds=1.488|Crossref retry terminal_status=success attempt=2
Q_MARITIME_DEFENCE_CORE_001,maritime_defence,core_sector,maritime security governance blue economy,scopus,scopus,completed,25,25,24,25,25,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""maritime"" AND ""security"" AND ""governance"" AND ""blue"" AND ""economy"")'; requested_count=50; applied_count=25"
Q_MARITIME_DEFENCE_CORE_002,maritime_defence,core_sector,naval operations maritime domain awareness surveillance,crossref,crossref,completed,50,19,17,50,19,28,3,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_MARITIME_DEFENCE_CORE_002,maritime_defence,core_sector,naval operations maritime domain awareness surveillance,scopus,scopus,completed,12,8,8,12,8,4,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""naval"" AND ""operations"" AND ""maritime"" AND ""domain"" AND ""awareness"" AND ""surveillance"")'; requested_count=50; applied_count=25"
Q_MARITIME_DEFENCE_CORE_003,maritime_defence,core_sector,critical maritime infrastructure protection governance,crossref,crossref,completed,50,33,27,50,33,14,3,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_MARITIME_DEFENCE_CORE_003,maritime_defence,core_sector,critical maritime infrastructure protection governance,scopus,scopus,completed,10,9,9,10,9,1,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""critical"" AND ""maritime"" AND ""infrastructure"" AND ""protection"" AND ""governance"")'; requested_count=50; applied_count=25"
Q_MARITIME_DEFENCE_EMRG_001,maritime_defence,emerging_demand,maritime domain awareness AI autonomous systems digital twin resilience,crossref,crossref,completed,50,35,35,50,35,10,5,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_MARITIME_DEFENCE_EMRG_001,maritime_defence,emerging_demand,maritime domain awareness AI autonomous systems digital twin resilience,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""maritime"" AND ""domain"" AND ""awareness"" AND ""AI"" AND ""autonomous"" AND ""systems"" AND ""digital"" AND ""twin"" AND ""resilience"")'; requested_count=50; applied_count=25"
Q_MARITIME_DEFENCE_EMRG_002,maritime_defence,emerging_demand,maritime security climate adaptation marine governance safety port-city,crossref,crossref,completed,50,19,19,50,19,22,9,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,Crossref retry search: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.22 wait_seconds=1.22|Crossref retry terminal_status=success attempt=2
Q_MARITIME_DEFENCE_EMRG_002,maritime_defence,emerging_demand,maritime security climate adaptation marine governance safety port-city,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""maritime"" AND ""security"" AND ""climate"" AND ""adaptation"" AND ""marine"" AND ""governance"" AND ""safety"" AND ""port-city"")'; requested_count=50; applied_count=25"
Q_MARITIME_DEFENCE_HYP_001,maritime_defence,hypothesis_verification,maritime defence maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,crossref,crossref,completed,50,20,20,50,20,26,4,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_MARITIME_DEFENCE_HYP_001,maritime_defence,hypothesis_verification,maritime defence maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""maritime"" AND ""defence"" AND ""maritimisation"" AND ""marinization"" AND ""oceanisation"" AND ""hydrosocial"" AND ""de-base-re"" AND ""hypothesis"" AND ""verification"" AND ""indicators"")'; requested_count=50; applied_count=25"
Q_MARITIME_DEFENCE_THY_001,maritime_defence,theory_translation,maritime defence qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,crossref,crossref,completed,50,21,21,50,21,23,6,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_MARITIME_DEFENCE_THY_001,maritime_defence,theory_translation,maritime defence qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""maritime"" AND ""defence"" AND ""qmbd"" AND ""axis"" AND ""translation"" AND ""marine"" AND ""maritime"" AND ""oceanic"" AND ""hydronization"" AND ""theory"" AND ""terms"" AND ""taxonomy"" AND ""mapping"")'; requested_count=50; applied_count=25"
Q_MARITIME_DEFENCE_VAL_001,maritime_defence,validation_eqf_translation,maritime defence EQF qualification framework micro-credential learning outcomes,crossref,crossref,completed,50,40,40,50,40,9,1,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_MARITIME_DEFENCE_VAL_001,maritime_defence,validation_eqf_translation,maritime defence EQF qualification framework micro-credential learning outcomes,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""maritime"" AND ""defence"" AND ""EQF"" AND ""qualification"" AND ""framework"" AND ""micro"" AND ""credential"" AND ""learning"" AND ""outcomes"")'; requested_count=50; applied_count=25"
Q_MARITIME_TRANSPORT_COMP_001,maritime_transport,competence_demand,seafarer workforce skills competences training professional development,crossref,crossref,completed,50,34,33,50,34,12,4,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_MARITIME_TRANSPORT_COMP_001,maritime_transport,competence_demand,seafarer workforce skills competences training professional development,scopus,scopus,completed,1,1,1,1,1,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""seafarer"" AND ""workforce"" AND ""skills"" AND ""competences"" AND ""training"" AND ""professional"" AND ""development"")'; requested_count=50; applied_count=25"
Q_MARITIME_TRANSPORT_COMP_002,maritime_transport,competence_demand,maritime officer education learning outcomes curriculum qualification,crossref,crossref,completed,50,23,23,50,23,24,3,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_MARITIME_TRANSPORT_COMP_002,maritime_transport,competence_demand,maritime officer education learning outcomes curriculum qualification,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""maritime"" AND ""officer"" AND ""education"" AND ""learning"" AND ""outcomes"" AND ""curriculum"" AND ""qualification"")'; requested_count=50; applied_count=25"
Q_MARITIME_TRANSPORT_CORE_001,maritime_transport,core_sector,maritime transport decarbonization emissions reduction,crossref,crossref,completed,50,43,43,50,43,2,5,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_MARITIME_TRANSPORT_CORE_001,maritime_transport,core_sector,maritime transport decarbonization emissions reduction,scopus,scopus,completed,25,25,25,25,25,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""maritime"" AND ""transport"" AND ""decarbonization"" AND ""emissions"" AND ""reduction"")'; requested_count=50; applied_count=25"
Q_MARITIME_TRANSPORT_CORE_002,maritime_transport,core_sector,shipping governance international regulations IMO,crossref,crossref,completed,50,26,25,50,26,22,2,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_MARITIME_TRANSPORT_CORE_002,maritime_transport,core_sector,shipping governance international regulations IMO,scopus,scopus,completed,25,25,25,25,25,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""shipping"" AND ""governance"" AND ""international"" AND ""regulations"" AND ""IMO"")'; requested_count=50; applied_count=25"
Q_MARITIME_TRANSPORT_CORE_003,maritime_transport,core_sector,maritime safety maritime labour conditions,crossref,crossref,completed,50,16,14,50,16,32,2,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,Crossref retry search: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.13 wait_seconds=1.13|Crossref retry terminal_status=success attempt=2
Q_MARITIME_TRANSPORT_CORE_003,maritime_transport,core_sector,maritime safety maritime labour conditions,scopus,scopus,completed,25,25,25,25,25,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""maritime"" AND ""safety"" AND ""maritime"" AND ""labour"" AND ""conditions"")'; requested_count=50; applied_count=25"
Q_MARITIME_TRANSPORT_EMRG_001,maritime_transport,emerging_demand,shipping AI digital twin autonomous systems decarbonization resilience,crossref,crossref,completed,50,48,48,50,48,0,2,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_MARITIME_TRANSPORT_EMRG_001,maritime_transport,emerging_demand,shipping AI digital twin autonomous systems decarbonization resilience,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""shipping"" AND ""AI"" AND ""digital"" AND ""twin"" AND ""autonomous"" AND ""systems"" AND ""decarbonization"" AND ""resilience"")'; requested_count=50; applied_count=25"
Q_MARITIME_TRANSPORT_EMRG_002,maritime_transport,emerging_demand,shipping just transition blue economy labour ocean literacy marine governance safety,crossref,crossref,completed,50,42,39,50,42,8,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_MARITIME_TRANSPORT_EMRG_002,maritime_transport,emerging_demand,shipping just transition blue economy labour ocean literacy marine governance safety,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""shipping"" AND ""just"" AND ""transition"" AND ""blue"" AND ""economy"" AND ""labour"" AND ""ocean"" AND ""literacy"" AND ""marine"" AND ""governance"" AND ""safety"")'; requested_count=50; applied_count=25"
Q_MARITIME_TRANSPORT_HYP_001,maritime_transport,hypothesis_verification,maritime transport maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,crossref,crossref,completed,50,28,27,50,28,9,13,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_MARITIME_TRANSPORT_HYP_001,maritime_transport,hypothesis_verification,maritime transport maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""maritime"" AND ""transport"" AND ""maritimisation"" AND ""marinization"" AND ""oceanisation"" AND ""hydrosocial"" AND ""de-base-re"" AND ""hypothesis"" AND ""verification"" AND ""indicators"")'; requested_count=50; applied_count=25"
Q_MARITIME_TRANSPORT_THY_001,maritime_transport,theory_translation,maritime transport qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,crossref,crossref,completed,50,16,16,50,16,14,20,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,Crossref retry search: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.3 wait_seconds=1.3|Crossref retry terminal_status=success attempt=2
Q_MARITIME_TRANSPORT_THY_001,maritime_transport,theory_translation,maritime transport qmbd axis translation marine maritime oceanic hydronization theory terms taxonomy mapping,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""maritime"" AND ""transport"" AND ""qmbd"" AND ""axis"" AND ""translation"" AND ""marine"" AND ""maritime"" AND ""oceanic"" AND ""hydronization"" AND ""theory"" AND ""terms"" AND ""taxonomy"" AND ""mapping"")'; requested_count=50; applied_count=25"
Q_MARITIME_TRANSPORT_VAL_001,maritime_transport,validation_eqf_translation,maritime transport EQF qualification framework micro-credential STCW learning outcomes,crossref,crossref,completed,50,24,23,50,24,23,3,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,Crossref retry search: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.172 wait_seconds=1.172|Crossref retry terminal_status=success attempt=2
Q_MARITIME_TRANSPORT_VAL_001,maritime_transport,validation_eqf_translation,maritime transport EQF qualification framework micro-credential STCW learning outcomes,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""maritime"" AND ""transport"" AND ""EQF"" AND ""qualification"" AND ""framework"" AND ""micro"" AND ""credential"" AND ""STCW"" AND ""learning"" AND ""outcomes"")'; requested_count=50; applied_count=25"
Q_NON_LIVING_RES_COMP_001,non_living_res,competence_demand,seabed mining workforce skills competences training professional development,crossref,crossref,completed,50,33,32,50,33,13,4,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_NON_LIVING_RES_COMP_001,non_living_res,competence_demand,seabed mining workforce skills competences training professional development,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""seabed"" AND ""mining"" AND ""workforce"" AND ""skills"" AND ""competences"" AND ""training"" AND ""professional"" AND ""development"")'; requested_count=50; applied_count=25"
Q_NON_LIVING_RES_COMP_002,non_living_res,competence_demand,marine aggregates education learning outcomes curriculum qualification,crossref,crossref,completed,50,24,24,50,24,22,4,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_NON_LIVING_RES_COMP_002,non_living_res,competence_demand,marine aggregates education learning outcomes curriculum qualification,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""marine"" AND ""aggregates"" AND ""education"" AND ""learning"" AND ""outcomes"" AND ""curriculum"" AND ""qualification"")'; requested_count=50; applied_count=25"
Q_NON_LIVING_RES_CORE_001,non_living_res,core_sector,seabed mining governance environmental impact social licence,crossref,crossref,completed,50,37,35,50,37,12,1,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_NON_LIVING_RES_CORE_001,non_living_res,core_sector,seabed mining governance environmental impact social licence,scopus,scopus,completed,1,1,1,1,1,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""seabed"" AND ""mining"" AND ""governance"" AND ""environmental"" AND ""impact"" AND ""social"" AND ""licence"")'; requested_count=50; applied_count=25"
Q_NON_LIVING_RES_CORE_002,non_living_res,core_sector,marine aggregates extraction coastal governance sustainability,crossref,crossref,completed,50,30,30,50,30,20,0,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_NON_LIVING_RES_CORE_002,non_living_res,core_sector,marine aggregates extraction coastal governance sustainability,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""marine"" AND ""aggregates"" AND ""extraction"" AND ""coastal"" AND ""governance"" AND ""sustainability"")'; requested_count=50; applied_count=25"
Q_NON_LIVING_RES_CORE_003,non_living_res,core_sector,critical raw materials offshore extraction governance,crossref,crossref,completed,50,30,27,50,30,7,13,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_NON_LIVING_RES_CORE_003,non_living_res,core_sector,critical raw materials offshore extraction governance,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""critical"" AND ""raw"" AND ""materials"" AND ""offshore"" AND ""extraction"" AND ""governance"")'; requested_count=50; applied_count=25"
Q_NON_LIVING_RES_EMRG_001,non_living_res,emerging_demand,seabed mining AI autonomous systems safety climate adaptation,crossref,crossref,completed,50,42,42,50,42,2,6,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,Crossref retry search: attempt=1 http_status=429 retry_after_seconds=None backoff_seconds=1.0 jitter_seconds=0.282 wait_seconds=1.282|Crossref retry terminal_status=success attempt=2
Q_NON_LIVING_RES_EMRG_001,non_living_res,emerging_demand,seabed mining AI autonomous systems safety climate adaptation,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""seabed"" AND ""mining"" AND ""AI"" AND ""autonomous"" AND ""systems"" AND ""safety"" AND ""climate"" AND ""adaptation"")'; requested_count=50; applied_count=25"
Q_NON_LIVING_RES_EMRG_002,non_living_res,emerging_demand,critical raw materials just transition marine governance blue economy labour,crossref,crossref,completed,50,42,39,50,42,4,4,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_NON_LIVING_RES_EMRG_002,non_living_res,emerging_demand,critical raw materials just transition marine governance blue economy labour,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""critical"" AND ""raw"" AND ""materials"" AND ""just"" AND ""transition"" AND ""marine"" AND ""governance"" AND ""blue"" AND ""economy"" AND ""labour"")'; requested_count=50; applied_count=25"
Q_NON_LIVING_RES_HYP_001,non_living_res,hypothesis_verification,non-living res. maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,crossref,crossref,completed,50,21,18,50,21,22,7,2019,2026,published-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,
Q_NON_LIVING_RES_HYP_001,non_living_res,hypothesis_verification,non-living res. maritimisation marinization oceanisation hydrosocial de-base-re hypothesis verification indicators,scopus,scopus,completed,0,0,0,0,0,0,0,2019,2026,date-desc,applied_post_fetch,stratified,3,50,partially_applied_registry_has_no_page_cursor,applied_post_fetch,sampling_strategy|sort_strategy|time_window,sort_strategy|time_window,,sampling_strategy,filter_not_applied:multi_page_sampling,,"Scopus diagnostics: projected_query='TITLE-ABS-KEY(""non"" AND ""living"" AND ""res."" AND ""maritimisation"" AND ""marinization"" AND ""oceanisation"" AND ""hydrosocial"" AND ""de-base-re"" AND ""hypothesis"" AND ""verification"" AND ""indicators"")'; requested_count=50; applied_count=25"
