id,name,description,axis,level,source
lit_research_gaps_0047,Open science and FAIR data in blue economy: The transformation of the oceans and the future of marine social scien,"Literature-derived competence (cluster: Open science and FAIR data in blue economy) from Blue economy research gaps & governance papers. Source paper: The transformation of the oceans and the future of marine social science (Peter Arbo
Maaike Knol
Sebastian Linke
Kevin St. Martin, 2018).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0048,Transdisciplinary ocean research co-production: Blue degrowth at the crossroads: contesting the oceanic sustainable de,"Literature-derived competence (cluster: Transdisciplinary ocean research co-production) from Blue economy research gaps & governance papers. Source paper: Blue degrowth at the crossroads: contesting the oceanic sustainable development paradigm (Borja Nogué-Algueró
Maria Hadjimichael
Irmak Ertör, 2025).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0051,"Blue economy monitoring, evaluation and learning: Diversity, equity, and inclusion in the Blue Economy: Why they matter","Literature-derived competence (cluster: Blue economy monitoring, evaluation and learning) from Blue economy research gaps & governance papers. Source paper: Diversity, equity, and inclusion in the Blue Economy: Why they matter and how do we achieve them? (Ibrahim Issifu
Ilyass Dahmouni
Eric Worlanyo Deffor
U. Rashi, 2023).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0052,Blue economy innovation ecosystems and incubators: The Role of Blue Economy in Enhancing Economic Growth,"Literature-derived competence (cluster: Blue economy innovation ecosystems and incubators) from Blue economy research gaps & governance papers. Source paper: The Role of Blue Economy in Enhancing Economic Growth (Andre Danio
Eko Guntur Saputro
Suwito Suwito, 2025).",MARITIME,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0053,Science-policy interface in maritime governance: Problematic blue growth: a thematic synthesis of social sustainability,"Literature-derived competence (cluster: Science-policy interface in maritime governance) from Blue economy research gaps & governance papers. Source paper: Problematic blue growth: a thematic synthesis of social sustainability problems related to growth in the marine and coas (Neva Lepoša, 2020).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0054,Marine noise pollution and acoustic ecology: Assessing the Brazilian federal fisheries law and policy in light of t,"Literature-derived competence (cluster: Marine noise pollution and acoustic ecology) from Blue economy research gaps & governance papers. Source paper: Assessing the Brazilian federal fisheries law and policy in light of the Voluntary Guidelines for Securing Sustainable S (Julia Nakamura
Fábio H. V. Hazin, 2020).",MARINE,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0055,Open science and FAIR data in blue economy: A Blue Economy for Whom?,"Literature-derived competence (cluster: Open science and FAIR data in blue economy) from Blue economy research gaps & governance papers. Source paper: A Blue Economy for Whom? (Shakuntala Banaji, 2022).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0056,"Blue economy innovation ecosystems and incubators: A bibliometric analysis of blue growth: Trends, challenges, and opport","Literature-derived competence (cluster: Blue economy innovation ecosystems and incubators) from Blue economy research gaps & governance papers. Source paper: A bibliometric analysis of blue growth: Trends, challenges, and opportunities (V Başhan
A Çetinkaya, ).",MARITIME,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0057,Knowledge transfer between science and ocean policy: Integrating Social-Environmental Systems in Coastal Well-being Assessm,"Literature-derived competence (cluster: Knowledge transfer between science and ocean policy) from Blue economy research gaps & governance papers. Source paper: Integrating Social-Environmental Systems in Coastal Well-being Assessment: A Blue Dimension Enhancement to the Social Pr (M.D.F. Rodríguez
Jaime Lora‐Garcia, 2025).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0058,Integrated ocean observing and data governance: Maritimacies and Nature-Culture Collectives as Inputs for a Sustainabl,"Literature-derived competence (cluster: Integrated ocean observing and data governance) from Blue economy research gaps & governance papers. Source paper: Maritimacies and Nature-Culture Collectives as Inputs for a Sustainable Blue Economy on the East Coast of Uruguay (Leticia D’Ambrosio Camarero, 2024).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0060,Ocean literacy and public engagement: Blue Growth and its discontents in the Faroe Islands: An island perspe,"Literature-derived competence (cluster: Ocean literacy and public engagement) from Blue economy research gaps & governance papers. Source paper: Blue Growth and its discontents in the Faroe Islands: An island perspective on Blue (De) Growth, sustainability, and env (R Bogadóttir, ).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0061,"Deep-sea ecology and environmental safeguarding: The blue economy in Ghana: Industrialisation, contestation and impacts","Literature-derived competence (cluster: Deep-sea ecology and environmental safeguarding) from Blue economy research gaps & governance papers. Source paper: The blue economy in Ghana: Industrialisation, contestation and impacts on small-scale fisheries (RK Ayilu, ).",MARINE,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0062,Cross-border ocean research collaboration: The Caribbean blue economy,"Literature-derived competence (cluster: Cross-border ocean research collaboration) from Blue economy research gaps & governance papers. Source paper: The Caribbean blue economy (Peter Clegg
Robin Mahon
Patrick McConney
Hazel A. Oxenford, 2020).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0063,Maritime education and training gaps: A Proposed Framework for Integrating Blue Infrastructure and Sustainab,"Literature-derived competence (cluster: Maritime education and training gaps) from Blue economy research gaps & governance papers. Source paper: A Proposed Framework for Integrating Blue Infrastructure and Sustainable Blue Economy for Sustainable Coastal Developmen (شيماء سمير عبد القادر, 2024).",MARITIME,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0064,Transdisciplinary ocean research co-production: Chapter 22 Sustainable ocean development and the blue economy,"Literature-derived competence (cluster: Transdisciplinary ocean research co-production) from Blue economy research gaps & governance papers. Source paper: Chapter 22 Sustainable ocean development and the blue economy (, 2022).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0066,Technology readiness for sustainable blue economy: Tinjauan Literatur: Peranan Blue Economy dalam Meningkatkan Pendapatan,"Literature-derived competence (cluster: Technology readiness for sustainable blue economy) from Blue economy research gaps & governance papers. Source paper: Tinjauan Literatur: Peranan Blue Economy dalam Meningkatkan Pendapatan Masyarakat Pesisir Melalui Sumber Daya Perikanan  (Ardhi Sahjaya
Rifaldy Yusliandi
Lian Diza Loriva Siregar, 2025).",MARITIME,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0068,Coral reef and seagrass restoration science: Blue economy dynamics: does women's participation in seaweed aquacultu,"Literature-derived competence (cluster: Coral reef and seagrass restoration science) from Blue economy research gaps & governance papers. Source paper: Blue economy dynamics: does women's participation in seaweed aquaculture influence their income levels? Empirical eviden (Finias Dogeje
Flower E. Msuya
Deus Ngaruko, 2024).",MARINE,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0069,Digital transformation of maritime industries: Analysis of China’s marine economic policy: regional policy characteri,"Literature-derived competence (cluster: Digital transformation of maritime industries) from Blue economy research gaps & governance papers. Source paper: Analysis of China’s marine economic policy: regional policy characteristics, evolution and assessment (Chuyi Shen
Zhenjie Yang
Jian Zhan, 2025).",MARITIME,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0070,"Cross-border ocean research collaboration: A Systematic Review: Mirror-Mirror on the Wall, What is the Relationsh","Literature-derived competence (cluster: Cross-border ocean research collaboration) from Blue economy research gaps & governance papers. Source paper: A Systematic Review: Mirror-Mirror on the Wall, What is the Relationship Between Blue Economy and Community Development? (, 2023).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0071,Maritime education and training gaps: Concept maps to enable interdisciplinary research in cross-domain fusi,"Literature-derived competence (cluster: Maritime education and training gaps) from Blue economy research gaps & governance papers. Source paper: Concept maps to enable interdisciplinary research in cross-domain fusion (Marie Hundsdörfer
Peer Kröger
Annegret Kuhn
Natascha Oppelt
, 2022).",MARITIME,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0072,Blue economy innovation ecosystems and incubators: La Economía Azul en el contexto de los objetivos del desarrollo sosten,"Literature-derived competence (cluster: Blue economy innovation ecosystems and incubators) from Blue economy research gaps & governance papers. Source paper: La Economía Azul en el contexto de los objetivos del desarrollo sostenible: una revisión mixta e integrada de la literat (Verenice Sánchez Castillo
Carlos Alberto Gómez Cano
Alfredo , 2024).",MARITIME,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0073,Knowledge transfer between science and ocean policy: Blue Economy and Sustainable Tourism Management in Coastal Zones: Lear,"Literature-derived competence (cluster: Knowledge transfer between science and ocean policy) from Blue economy research gaps & governance papers. Source paper: Blue Economy and Sustainable Tourism Management in Coastal Zones: Learning from Experiences (Marios Sotiriadis
Shiwei Shen, 2020).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0074,Integrated ocean observing and data governance: Assembling a Blue Economy moment? Geographic engagement with globalizi,"Literature-derived competence (cluster: Integrated ocean observing and data governance) from Blue economy research gaps & governance papers. Source paper: Assembling a Blue Economy moment? Geographic engagement with globalizing biological-economic relations in multi-use mari (Gordon M. Winder
Richard Le Heron, 2017).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0075,"Blue economy monitoring, evaluation and learning: Maximising community wellbeing: Assessing the threats to the benefits","Literature-derived competence (cluster: Blue economy monitoring, evaluation and learning) from Blue economy research gaps & governance papers. Source paper: Maximising community wellbeing: Assessing the threats to the benefits communities derive from the marine estate (Natalie Gollan
Natalie Gollan
Michelle Voyer
Alan Jordan
Kat, 2019).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0076,Ocean literacy and public engagement: Reducing Plastic Pollution by Recovery and Recycling: Evidence from a,"Literature-derived competence (cluster: Ocean literacy and public engagement) from Blue economy research gaps & governance papers. Source paper: Reducing Plastic Pollution by Recovery and Recycling: Evidence from a “Blue Economy” Project Impacting Policy-Making in  (Andrea Appolloni
Chiara Blasetti Fantauzzi
Rocco Frondizi, 2023).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0077,Deep-sea ecology and environmental safeguarding: S-BESE: Strategy for Improving the Quality of Life for Coastal Area Co,"Literature-derived competence (cluster: Deep-sea ecology and environmental safeguarding) from Blue economy research gaps & governance papers. Source paper: S-BESE: Strategy for Improving the Quality of Life for Coastal Area Communities in West Kalimantan (Sri Sarjana
Sindy Allaam Claudia
Assyifa Tasma Ramadhina
Lil, 2024).",MARINE,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0078,"Marine noise pollution and acoustic ecology: Status, trends and challenges in the sustainability of small-scale fis","Literature-derived competence (cluster: Marine noise pollution and acoustic ecology) from Blue economy research gaps & governance papers. Source paper: Status, trends and challenges in the sustainability of small-scale fisheries in the Philippines: Insights from FISHDA (F (RN Muallil
SS Mamauag
RB Cabral, ).",MARINE,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0079,Open science and FAIR data in blue economy: Tides of Change for a Sustainable Blue Economy: A Systematic Literatur,"Literature-derived competence (cluster: Open science and FAIR data in blue economy) from Blue economy research gaps & governance papers. Source paper: Tides of Change for a Sustainable Blue Economy: A Systematic Literature Review of Innovation in Maritime Activities (Jennifer Nicole Elston
Hugo Pinto
Carla Nogueira, 2024).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0080,Transdisciplinary ocean research co-production: Charting the waters: a bibliometric analysis of blue economy research,"Literature-derived competence (cluster: Transdisciplinary ocean research co-production) from Blue economy research gaps & governance papers. Source paper: Charting the waters: a bibliometric analysis of blue economy research (Alexandra Horobet
Cosmin-Alin Botoroga
Birjees Rahat
Aura Gî, 2025).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0082,Integrated ocean observing and data governance: The application of the blue economy concept for traditional fisheries,"Literature-derived competence (cluster: Integrated ocean observing and data governance) from Blue economy research gaps & governance papers. Source paper: The application of the blue economy concept for traditional fisheries management in a conflict zone (Endang Bidayani
Reniati Reniati
Agung Priyambada, 2023).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0083,"Blue economy monitoring, evaluation and learning: Author comment: A decade of ‘blue tourism’ sustainability research: Ex","Literature-derived competence (cluster: Blue economy monitoring, evaluation and learning) from Blue economy research gaps & governance papers. Source paper: Author comment: A decade of ‘blue tourism’ sustainability research: Exploring the impact of cruise tourism on coastal ar (Mihaela Leasa-Lixandru, 2022).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0085,Deep-sea ecology and environmental safeguarding: Blue carbon: A new paradigm of mangrove conservation and management in,"Literature-derived competence (cluster: Deep-sea ecology and environmental safeguarding) from Blue economy research gaps & governance papers. Source paper: Blue carbon: A new paradigm of mangrove conservation and management in Indonesia (Frida Sidik
Anissa Lawrence
Tonny Wagey
Franky Zamzani
Cathe, 2023).",MARINE,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0086,Cross-border ocean research collaboration: Toward a blue economy: a pathway for Bangladesh’s sustainable growth,"Literature-derived competence (cluster: Cross-border ocean research collaboration) from Blue economy research gaps & governance papers. Source paper: Toward a blue economy: a pathway for Bangladesh’s sustainable growth (Pawan G. Patil
John Virdin
Charles S. Colgan
M.G. Hussain
Pi, 2018).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0087,Open science and FAIR data in blue economy: Towards sustainable ocean governance: A call for blue climate action i,"Literature-derived competence (cluster: Open science and FAIR data in blue economy) from Blue economy research gaps & governance papers. Source paper: Towards sustainable ocean governance: A call for blue climate action in international development (I Lehmann
M Siebert
M Högl
AK Hornidge, ).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0088,Transdisciplinary ocean research co-production: Blue Economy Coastal Resources: Economic Valuation and Governance for,"Literature-derived competence (cluster: Transdisciplinary ocean research co-production) from Blue economy research gaps & governance papers. Source paper: Blue Economy Coastal Resources: Economic Valuation and Governance for Achieving Sustainable Development Goals (Unmana Sarangi, 2023).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0090,Integrated ocean observing and data governance: Challenges and Opportunities in the Philippine Blue Economy: A Systema,"Literature-derived competence (cluster: Integrated ocean observing and data governance) from Blue economy research gaps & governance papers. Source paper: Challenges and Opportunities in the Philippine Blue Economy: A Systematic Literature Review (Karl Campos
Elly Dwi  Masita
Heni Agustina, ).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0091,"Blue economy monitoring, evaluation and learning: Closing the Ocean Science Gap: Empowering Africa towards Ocean Innovat","Literature-derived competence (cluster: Blue economy monitoring, evaluation and learning) from Blue economy research gaps & governance papers. Source paper: Closing the Ocean Science Gap: Empowering Africa towards Ocean Innovation and Global Ocean-Based Solutions (Barkha Mossae
Josheena Naggea, 2025).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0092,Ocean literacy and public engagement: Blue paradigms: understanding the intellectual revolution in global oc,"Literature-derived competence (cluster: Ocean literacy and public engagement) from Blue economy research gaps & governance papers. Source paper: Blue paradigms: understanding the intellectual revolution in global ocean politics (Christian Bueger
Felix Mallin, 2023).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0093,Science-policy interface in maritime governance: Analyzing Of Articles On Blue Economy Studies In Tourism,"Literature-derived competence (cluster: Science-policy interface in maritime governance) from Blue economy research gaps & governance papers. Source paper: Analyzing Of Articles On Blue Economy Studies In Tourism (E Yılmaz
NÇ İlal, ).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0094,Cross-border ocean research collaboration: Bibliometrics and visualization analysis of research in the field of s,"Literature-derived competence (cluster: Cross-border ocean research collaboration) from Blue economy research gaps & governance papers. Source paper: Bibliometrics and visualization analysis of research in the field of sustainable development of the blue economy (2006–2 (Jinshui Liang
Zengqiang Yin
Jun Yang
Yuan Li
Mingjiang Xu
Ji, 2022).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0095,Open science and FAIR data in blue economy: The Relevance of Nearshore Marine Space for Blue Economy Sustainabilit,"Literature-derived competence (cluster: Open science and FAIR data in blue economy) from Blue economy research gaps & governance papers. Source paper: The Relevance of Nearshore Marine Space for Blue Economy Sustainability: A Bibliometric Analysis (Sereno DuPrey Diederichsen
Marinez Eymael García Scherer
Tia, 2025).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0096,Transdisciplinary ocean research co-production: Challenges of the Blue Economy: evidence and research trends,"Literature-derived competence (cluster: Transdisciplinary ocean research co-production) from Blue economy research gaps & governance papers. Source paper: Challenges of the Blue Economy: evidence and research trends (Rosa María Martínez-Vázquez
Juan Milán-García
Jaime de Pablo, 2021).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0097,Knowledge transfer between science and ocean policy: Mapping coastal and marine research in South Africa: A bibliometric an,"Literature-derived competence (cluster: Knowledge transfer between science and ocean policy) from Blue economy research gaps & governance papers. Source paper: Mapping coastal and marine research in South Africa: A bibliometric analysis highlighting trends and future directions (Olubunmi A. Afinowi
Godwell Nhamo, 2024).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0098,Technology readiness for sustainable blue economy: Charting the course for a blue economy in Peru: a research agenda,"Literature-derived competence (cluster: Technology readiness for sustainable blue economy) from Blue economy research gaps & governance papers. Source paper: Charting the course for a blue economy in Peru: a research agenda (Emma McKinley
Oscar Aller-Rojas
Caroline Hattam
Celine Germo, 2019).",MARITIME,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0099,"Blue economy monitoring, evaluation and learning: Can geosciences help inserting social justice notions into Blue Econom","Literature-derived competence (cluster: Blue economy monitoring, evaluation and learning) from Blue economy research gaps & governance papers. Source paper: Can geosciences help inserting social justice notions into Blue Economy narratives? (Cornelia E. Nauen, 2024).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0100,Blue economy innovation ecosystems and incubators: Macroeconomic impacts of climate change on the Blue Economy sectors of,"Literature-derived competence (cluster: Blue economy innovation ecosystems and incubators) from Blue economy research gaps & governance papers. Source paper: Macroeconomic impacts of climate change on the Blue Economy sectors of southern European islands (Zoi Vrontisi
Ioannis Charalampidis
Ulrike Lehr
M. Meyers
Leo, 2022).",MARITIME,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0101,Science-policy interface in maritime governance: Towards sustainable blue growth: Outline of the joint Baltic Sea and t,"Literature-derived competence (cluster: Science-policy interface in maritime governance) from Blue economy research gaps & governance papers. Source paper: Towards sustainable blue growth: Outline of the joint Baltic Sea and the North Sea research and innovation programme 201 (Andris Andrusaitis
David Cox
Antoine Dosdat
Kay Emeis
Joachi, 2016).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0102,Cross-border ocean research collaboration: How Does the Blue Economy Align with Sustainability? A Bibliometric An,"Literature-derived competence (cluster: Cross-border ocean research collaboration) from Blue economy research gaps & governance papers. Source paper: How Does the Blue Economy Align with Sustainability? A Bibliometric Analysis of Trends and Themes (Muhamad Subhi Apriantoro
Muhammad Saifullah
Fahmi Ali Hudaef, 2025).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0104,Transdisciplinary ocean research co-production: A comprehensive review on sustainable coastal zone management in Bangl,"Literature-derived competence (cluster: Transdisciplinary ocean research co-production) from Blue economy research gaps & governance papers. Source paper: A comprehensive review on sustainable coastal zone management in Bangladesh: Present status and the way forward (Mosa. Tania
Alim Shampa
Nusrat Jahan Shimu
Azam Chowdhury
Md, 2023).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0105,Knowledge transfer between science and ocean policy: Successful Blue Economy Examples With an Emphasis on International Per,"Literature-derived competence (cluster: Knowledge transfer between science and ocean policy) from Blue economy research gaps & governance papers. Source paper: Successful Blue Economy Examples With an Emphasis on International Perspectives (Lu Wenhai
Caroline Cusack
Maria Baker
Wang Tao
Chen Mingbao
, 2019).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0106,Integrated ocean observing and data governance: Prioritizing the culture metric for transformative ocean management in,"Literature-derived competence (cluster: Integrated ocean observing and data governance) from Blue economy research gaps & governance papers. Source paper: Prioritizing the culture metric for transformative ocean management in South Africa (Rosabelle Boswell, 2023).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0107,"Blue economy monitoring, evaluation and learning: Indicadores de sustentabilidade na economia do mar: Uma análise biblio","Literature-derived competence (cluster: Blue economy monitoring, evaluation and learning) from Blue economy research gaps & governance papers. Source paper: Indicadores de sustentabilidade na economia do mar: Uma análise bibliométrica para o desenvolvimento sustentável marinho (Francisca Érica Cardoso Nobre
Nicole Stephanie Florentino de, 2023).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0108,Coral reef and seagrass restoration science: Socializing the coast: Engaging the social science of tropical coastal,"Literature-derived competence (cluster: Coral reef and seagrass restoration science) from Blue economy research gaps & governance papers. Source paper: Socializing the coast: Engaging the social science of tropical coastal research (Ana K. Spalding
Ana K. Spalding
Kelly Biedenweg, 2017).",MARINE,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0109,Science-policy interface in maritime governance: Blue Economy and Blue Finance: Toward Sustainable Development and Ocea,"Literature-derived competence (cluster: Science-policy interface in maritime governance) from Blue economy research gaps & governance papers. Source paper: Blue Economy and Blue Finance: Toward Sustainable Development and Ocean Governance (Michelle Voyer
D. Benzaken
Atsushi Watanabe, 2022).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0110,Cross-border ocean research collaboration: Enabling conditions for an equitable and sustainable blue economy,"Literature-derived competence (cluster: Cross-border ocean research collaboration) from Blue economy research gaps & governance papers. Source paper: Enabling conditions for an equitable and sustainable blue economy (Andrés M. Cisneros-Montemayor
Marcia Moreno-Báez
Gabriel Rey, 2021).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0112,Transdisciplinary ocean research co-production: Blue Economy in the face of Climate Change: Insights from resource ava,"Literature-derived competence (cluster: Transdisciplinary ocean research co-production) from Blue economy research gaps & governance papers. Source paper: Blue Economy in the face of Climate Change: Insights from resource availability projections (Pedro C. González‐Espinosa
Yoshitaka Ota
Andrés M. Cisneros , 2025).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0113,Knowledge transfer between science and ocean policy: Addressing Challenges and Seizing Opportunities for Ocean Social Scien,"Literature-derived competence (cluster: Knowledge transfer between science and ocean policy) from Blue economy research gaps & governance papers. Source paper: Addressing Challenges and Seizing Opportunities for Ocean Social Sciences (Ryan O’Connor
Ana K. Spalding
Emma McKinley, 2025).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0114,Integrated ocean observing and data governance: and Coastal Research,"Literature-derived competence (cluster: Integrated ocean observing and data governance) from Blue economy research gaps & governance papers. Source paper: and Coastal Research (A Acosta
F Ali
Y DieiOuadi
R Mahon
W Michaels, ).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0115,Maritime education and training gaps: The Prospects of Blue Economy to Promote Bangladesh into a Middle-Inco,"Literature-derived competence (cluster: Maritime education and training gaps) from Blue economy research gaps & governance papers. Source paper: The Prospects of Blue Economy to Promote Bangladesh into a Middle-Income Country (Md. Monjur Hasan
B. M. Sajjad Hossain
Md. Jobaer Alam
K M Az, 2018).",MARITIME,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0116,"Ocean literacy and public engagement: Towards a reflexive, policy-relevant and engaged ocean science for the","Literature-derived competence (cluster: Ocean literacy and public engagement) from Blue economy research gaps & governance papers. Source paper: Towards a reflexive, policy-relevant and engaged ocean science for the UN decade: A social science research agenda (Alice B.M. Vadrot
Silvia C Ruiz Rodríguez
Emmanuelle Brogat
, 2022).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0117,Science-policy interface in maritime governance: A review of how we study coastal and marine conflicts: is social scien,"Literature-derived competence (cluster: Science-policy interface in maritime governance) from Blue economy research gaps & governance papers. Source paper: A review of how we study coastal and marine conflicts: is social science taking a broad enough view? (Lol Iana Dahlet
Samiya Ahmed Selim
Ingrid van Putten, 2023).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0118,Technology readiness for sustainable blue economy: The New Blue Economy: the Future of Sustainability,"Literature-derived competence (cluster: Technology readiness for sustainable blue economy) from Blue economy research gaps & governance papers. Source paper: The New Blue Economy: the Future of Sustainability (Mark J Spalding, 2016).",MARITIME,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0119,Open science and FAIR data in blue economy: Framing the future agenda of blue tourism in sustainable coastal touri,"Literature-derived competence (cluster: Open science and FAIR data in blue economy) from Blue economy research gaps & governance papers. Source paper: Framing the future agenda of blue tourism in sustainable coastal tourism destinations (Mohd Hafiz Hanafiah, 2022).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0120,Blue economy innovation ecosystems and incubators: Social science to accelerate coastal adaptation to sea-level rise,"Literature-derived competence (cluster: Blue economy innovation ecosystems and incubators) from Blue economy research gaps & governance papers. Source paper: Social science to accelerate coastal adaptation to sea-level rise (Xénia Philippenko
Gonéri Le Cozannet, 2023).",MARITIME,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0121,Knowledge transfer between science and ocean policy: Bibliometric Analysis and Systematic Review of the Status and Research,"Literature-derived competence (cluster: Knowledge transfer between science and ocean policy) from Blue economy research gaps & governance papers. Source paper: Bibliometric Analysis and Systematic Review of the Status and Research Trends of the Blue Economy during 2004-2023 (Qudi Lu
Zhonghong Li, 2024).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0122,Integrated ocean observing and data governance: Marine spatial planning and ocean governance in Small Island Developin,"Literature-derived competence (cluster: Integrated ocean observing and data governance) from Blue economy research gaps & governance papers. Source paper: Marine spatial planning and ocean governance in Small Island Developing States (Priyatma Singh
Björn-Ola Linnér
Ashneel Ajay Singh, 2025).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0123,"Blue economy monitoring, evaluation and learning: Ocean Literacy, Climate Change and Health in Coastal Living Environmen","Literature-derived competence (cluster: Blue economy monitoring, evaluation and learning) from Blue economy research gaps & governance papers. Source paper: Ocean Literacy, Climate Change and Health in Coastal Living Environments: A Scoping Review and Bibliometric Analysis (Sc (Jazimatul Husna
Adi Wijaya
Izni Syahrizal Ibrahim
Oktavianto, 2024).",OCEANIC,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0124,Blue economy innovation ecosystems and incubators: Decision: Social science to accelerate coastal adaptation to sea-level,"Literature-derived competence (cluster: Blue economy innovation ecosystems and incubators) from Blue economy research gaps & governance papers. Source paper: Decision: Social science to accelerate coastal adaptation to sea-level rise — R0/PR5 (, 2023).",MARITIME,,data/derived/combined_blue_economy_research_gaps.csv
lit_research_gaps_0125,Digital transformation of maritime industries: Recommendation: Social science to accelerate coastal adaptation to sea,"Literature-derived competence (cluster: Digital transformation of maritime industries) from Blue economy research gaps & governance papers. Source paper: Recommendation: Social science to accelerate coastal adaptation to sea-level rise — R1/PR8 (, 2023).",MARITIME,,data/derived/combined_blue_economy_research_gaps.csv
