record_pk,canonical_record_id,preferred_identifier,source_type_code,source_type_label,qmbd_axis_code,qmbd_axis_label,record_origin_code,record_origin_label,title,doi,source_id
record_pk_9a4467255cb81651,10.1201/b14723-6,10.1201/b14723-6,1,literature_record,-98,Not extracted,3,LIVE_API,- Introduction to Marine Biomaterials,10.1201/b14723-6,crossref:10.1201/b14723-6
record_pk_8a77227572573d25,10.1201/b14959-42,10.1201/b14959-42,1,literature_record,-98,Not extracted,3,LIVE_API,Safety Culture in the Baltic Sea,10.1201/b14959-42,crossref:10.1201/b14959-42
record_pk_ddf652026f274a98,10.1201/b17517-21,10.1201/b17517-21,1,literature_record,-98,Not extracted,3,LIVE_API,Offshore upstream logistics for operations in arctic environment,10.1201/b17517-21,crossref:10.1201/b17517-21
record_pk_e67c882571bd4dba,10.1201/b17517-8,10.1201/b17517-8,1,literature_record,-98,Not extracted,3,LIVE_API,"Ship retrofit solutions: Economic, energy and environmental impacts",10.1201/b17517-8,crossref:10.1201/b17517-8
record_pk_bf31ae5c9b42c2ec,10.1201/b18515-33,10.1201/b18515-33,1,literature_record,-98,Not extracted,3,LIVE_API,"The Implementation of a New Maritime Labour Policy: the Maritime Labour Convention (MLC, 2006)",10.1201/b18515-33,crossref:10.1201/b18515-33
record_pk_bd19c3276769fb7f,10.1201/ebk1439828908-14,10.1201/ebk1439828908-14,1,literature_record,-98,Not extracted,3,LIVE_API,Environmental Impact Assessment of Desalination Projects,10.1201/ebk1439828908-14,crossref:10.1201/ebk1439828908-14
record_pk_1eb5454f1b33b2b7,10.1215/00104124-3794589,10.1215/00104124-3794589,1,literature_record,2,Maritime,2,STATIC_LITERATURE,Cultural dimensions of seafaring: Submarine futures of the Anthropocene,,10.1215/00104124-3794589
record_pk_46f03b48a5b34536,10.1215/00138282-7309655,10.1215/00138282-7309655,1,literature_record,2,Maritime,2,STATIC_LITERATURE,Cultural dimensions of seafaring: Toward a Critical Ocean Studies for the Anthropocene,,10.1215/00138282-7309655
record_pk_9f6ced50298b9a25,10.1215/17432197-2795681,10.1215/17432197-2795681,1,literature_record,2,Maritime,2,STATIC_LITERATURE,Coastal tourism and blue economy value chains: The Cultural Politics of Fish and Humans: A More-Than-Human Habitus of,,10.1215/17432197-2795681
record_pk_0e5c83b0f829eddd,10.1215/9781478005124-010,10.1215/9781478005124-010,1,literature_record,-98,Not extracted,3,LIVE_API,Under Water:,10.1215/9781478005124-010,crossref:10.1215/9781478005124-010
record_pk_f53a3a82ca6ac1aa,10.1215/9781478007289,10.1215/9781478007289,1,literature_record,3,Oceanic,2,STATIC_LITERATURE,Planetary boundary thinking in ocean governance: Blue Legalities: The Life and Laws of the Sea,,10.1215/9781478007289
record_pk_b6e3fb0e73ca76f2,10.12681/eadd/53992,10.12681/eadd/53992,1,literature_record,-98,Not extracted,3,LIVE_API,Artificial intelligence applications in radiotherapy,10.12681/eadd/53992,crossref:10.12681/eadd/53992
record_pk_4bf4023150a6233f,10.12688/f1000research.176261.1,10.12688/f1000research.176261.1,1,literature_record,-98,Not extracted,3,LIVE_API,Enhancing Port Performance through Digital Transformation: The Role of Networking Capability and Transformational Organization in Indonesian Container Ports,10.12688/f1000research.176261.1,crossref:10.12688/f1000research.176261.1
record_pk_36bd138cfb8b6378,10.12688/f1000research.176261.3,10.12688/f1000research.176261.3,1,literature_record,-98,Not extracted,3,LIVE_API,Enhancing Port Performance through Digital Transformation: The Role of Networking Capability and Organizational transformation in Indonesian Container Ports,10.12688/f1000research.176261.3,crossref:10.12688/f1000research.176261.3
record_pk_949a0f3212e8ca92,10.12688/openreseurope.16223.1,10.12688/openreseurope.16223.1,1,literature_record,3,Oceanic,2,STATIC_LITERATURE,Cross-cultural maritime heritage management: The urban hydrosocial cycle: why should engineers care?,,10.12688/openreseurope.16223.1
record_pk_ff94c6cb750f909a,10.12716/1001.19.01.15,10.12716/1001.19.01.15,1,literature_record,-98,Not extracted,3,LIVE_API,Romanian Maritime Ports in the Digital Transformation Era: The Shift from Fourth-Generation to Smart Ports and the Impact on the Global Logistics Ecosystem,10.12716/1001.19.01.15,crossref:10.12716/1001.19.01.15
record_pk_7fc77166a20f6890,10.12804/revistas.urosario.edu.co/sociojuridicos/a.12518,10.12804/revistas.urosario.edu.co/sociojuridicos/a.12518,1,literature_record,2,Maritime,2,STATIC_LITERATURE,Decent work standards for aquaculture workers: Justicia en territorios pesqueros: Violaciones a los derechos humanos,,10.12804/revistas.urosario.edu.co/sociojuridicos/a.12518
record_pk_7ff51a15a2439ad9,10.1287/orms.2022.02.09,10.1287/orms.2022.02.09,1,literature_record,-98,Not extracted,3,LIVE_API,Optimizing Port Operations to Cope with Shipping Congestion in South American Countries,10.1287/orms.2022.02.09,crossref:10.1287/orms.2022.02.09
record_pk_a2344b002680150c,10.12962/j23378557.v11i2.a21214,10.12962/j23378557.v11i2.a21214,1,literature_record,-98,Not extracted,3,LIVE_API,Risk Evaluation Of The Shipyard Supply Chain Process On Ship Repair With The House Of Risk Matrix Method,10.12962/j23378557.v11i2.a21214,crossref:10.12962/j23378557.v11i2.a21214
record_pk_976e0e0adcac6e92,10.12962/j25481479.v10i1.4758,10.12962/j25481479.v10i1.4758,1,literature_record,1,Marine,2,STATIC_LITERATURE,Small-scale fisheries sustainability and livelihoods: Blue Economy: Framework for Integrating Economic Growth with Marine Ec,,10.12962/j25481479.v10i1.4758
record_pk_d0e3690b4086ae42,10.12968/nrec.2013.15.10.694,10.12968/nrec.2013.15.10.694,1,literature_record,-98,Not extracted,3,LIVE_API,"Following fair, transparent and lawful data protection principles",10.12968/nrec.2013.15.10.694,crossref:10.12968/nrec.2013.15.10.694
record_pk_796cd9e745695fc2,10.13052/rp-9788793609259,10.13052/rp-9788793609259,1,literature_record,-98,Not extracted,3,LIVE_API,Building Industries at Sea: 'Blue Growth' and the New Maritime Economy,10.13052/rp-9788793609259,crossref:10.13052/rp-9788793609259
record_pk_17c155596dfcdf2a,10.13057/oceanlife/o070203,10.13057/oceanlife/o070203,1,literature_record,3,Oceanic,2,STATIC_LITERATURE,Integrated ocean observing and data governance: The application of the blue economy concept for traditional fisheries,,10.13057/oceanlife/o070203
record_pk_3a7cc7a19d88e47f,10.13169/polipers.21.2.ra7,10.13169/polipers.21.2.ra7,1,literature_record,-98,Not extracted,3,LIVE_API,Transforming Pakistan’s Blue Economy,10.13169/polipers.21.2.ra7,crossref:10.13169/polipers.21.2.ra7
record_pk_841c9bad470c63fe,10.1353/lag.2023.a915672,10.1353/lag.2023.a915672,1,literature_record,-98,Not extracted,3,LIVE_API,Reforming Water Governance in Chile: A Hydrosocial Relations Perspective / Reforma a la gobernanza de agua en Chile: una mirada desde las relaciones hidrosociales,10.1353/lag.2023.a915672,crossref:10.1353/lag.2023.a915672
record_pk_019841f2b2c5b7e9,10.1353/tae.2021.0007,10.1353/TAE.2021.0007,1,literature_record,3,Oceanic,2,STATIC_LITERATURE,Oceanic subjectivity and cultural identities: Turbulent Waters in Three Parts,,10.1353/TAE.2021.0007
record_pk_5d223c9571e3307b,10.1353/vrg.2022.0012,10.1353/vrg.2022.0012,1,literature_record,2,Maritime,2,STATIC_LITERATURE,Coastal tourism and blue economy value chains: Field Trip: The Indian Ocean Turn: New Perspectives and Approaches fro,,10.1353/vrg.2022.0012
record_pk_c00c19406f07fdfb,10.1371/journal.pbio.3001828,10.1371/journal.pbio.3001828,1,literature_record,3,Oceanic,2,STATIC_LITERATURE,Planetary boundary thinking in ocean governance: Living in relationship with the Ocean to transform governance in the U,,10.1371/journal.pbio.3001828
record_pk_2b94a62a6cc9944f,10.1371/journal.pone.0251467,10.1371/JOURNAL.PONE.0251467,1,literature_record,3,Oceanic,2,STATIC_LITERATURE,Indigenous and traditional fishing rights advocacy: Blue justice: A survey for eliciting perceptions of environmental just,,10.1371/JOURNAL.PONE.0251467
record_pk_28c0dfa7c621be06,10.1371/journal.pone.0268047,10.1371/journal.pone.0268047,1,literature_record,2,Maritime,2,STATIC_LITERATURE,Seafarer welfare and social protection: Tourism centres efficiency as spatial unites for applying blue economy,,10.1371/journal.pone.0268047
record_pk_787a7b45b57fe1e9,10.1375/jhtm.18.1.107,10.1375/jhtm.18.1.107,1,literature_record,-98,Not extracted,3,LIVE_API,Responsible Cruise Tourism: Issues of Cruise Tourism and Sustainability,10.1375/jhtm.18.1.107,crossref:10.1375/jhtm.18.1.107
record_pk_54d11a655454b2ed,10.1386/jcs_00022_1,10.1386/JCS_00022_1,1,literature_record,2,Maritime,2,STATIC_LITERATURE,Cultural dimensions of seafaring: From the Shore to the Coast: Curating the Front Line of Climate Change,,10.1386/JCS_00022_1
record_pk_79ac50c288313b43,10.14198/ingeo2014.61.02,10.14198/INGEO2014.61.02,1,literature_record,2,Maritime,2,STATIC_LITERATURE,Cultural dimensions of seafaring: Exploring the urban hydrosocial cycle in tourist environments,,10.14198/INGEO2014.61.02
record_pk_a2b85ff7f5b415eb,10.14264/225895,10.14264/225895,1,literature_record,-98,Not extracted,3,LIVE_API,Evaluating management effectiveness of marine protected areas,10.14264/225895,crossref:10.14264/225895
record_pk_569405e7992fe21e,10.14293/apmc13-2025-0217,10.14293/apmc13-2025-0217,1,literature_record,-98,Not extracted,3,LIVE_API,Integration of the FAIR Data Principles with Student-Generated Imaging Data and Investigating Its Potential for Reuse,10.14293/apmc13-2025-0217,crossref:10.14293/apmc13-2025-0217
record_pk_c3e858264c8f90ea,10.14293/s2199-1006.1.sor-compsci.clnbrup.v1,10.14293/s2199-1006.1.sor-compsci.clnbrup.v1,1,literature_record,-98,Not extracted,3,LIVE_API,The FAIR data principles,10.14293/s2199-1006.1.sor-compsci.clnbrup.v1,crossref:10.14293/s2199-1006.1.sor-compsci.clnbrup.v1
record_pk_04ba0e7912207fbe,10.14505/jemt.v13.1(57).24,10.14505/jemt.v13.1(57).24,1,literature_record,-98,Not extracted,3,LIVE_API,COVID-19 Anchor for Cruise Tourism. An analysis of Gdańsk’s and Gdynia's Cruise Tourism in the 2017-2020 Period,10.14505/jemt.v13.1(57).24,crossref:10.14505/jemt.v13.1(57).24
record_pk_38dc8295f5b541ed,10.14710/jil.18.3.565-571,10.14710/jil.18.3.565-571,1,literature_record,-98,Not extracted,3,LIVE_API,Policy Formulation of The Marine Governance In The Coastal Southern Lebak Regency Banten Province,10.14710/jil.18.3.565-571,crossref:10.14710/jil.18.3.565-571
record_pk_c4c8fafede000a8e,10.14744/megaron.2022.46666,10.14744/megaron.2022.46666,1,literature_record,-98,Not extracted,3,LIVE_API,Assessing Adaptation Strategies Against Flood Risk In Urban Coastal Areas Through Izmir Karsıyaka Coastline Case,10.14744/megaron.2022.46666,crossref:10.14744/megaron.2022.46666
record_pk_7035b8c7687aeb4a,10.1504/ijltm.2010.029585,10.1504/ijltm.2010.029585,1,literature_record,-98,Not extracted,3,LIVE_API,"Cruise tourism: economic, socio-cultural and environmental impacts",10.1504/ijltm.2010.029585,crossref:10.1504/ijltm.2010.029585
record_pk_30eea439d782ee1c,10.1504/ijplap.2025.10072767,10.1504/ijplap.2025.10072767,1,literature_record,-98,Not extracted,3,LIVE_API,Maritime governance laws in Nigeria: catalyst for advancement of blue finance and blue economy,10.1504/ijplap.2025.10072767,crossref:10.1504/ijplap.2025.10072767
record_pk_6ee8eecd9f3049ee,10.1515/9781478005124-012,10.1515/9781478005124-012,1,literature_record,-98,Not extracted,3,LIVE_API,10. Under water: national flood insurance and climate gentrification,10.1515/9781478005124-012,crossref:10.1515/9781478005124-012
record_pk_2df1c5e60f6c140c,10.1515/9781800731257-003,10.1515/9781800731257-003,1,literature_record,2,Maritime,2,STATIC_LITERATURE,Maritimisation processes and port-city relations: Introduction. Life at Water’s Edge,,10.1515/9781800731257-003
record_pk_1c3f8473719a4e09,10.1515/9783110664065-002,10.1515/9783110664065-002,1,literature_record,-98,Not extracted,3,LIVE_API,Chapter 2 Enterprise Data Governance Directive,10.1515/9783110664065-002,crossref:10.1515/9783110664065-002
record_pk_9d202d722e7db4a7,10.1515/9783110664065-006,10.1515/9783110664065-006,1,literature_record,-98,Not extracted,3,LIVE_API,Chapter 6 Big Data Governance Framework,10.1515/9783110664065-006,crossref:10.1515/9783110664065-006
record_pk_c6fec28d06e16c28,10.1515/9783110733488-022,10.1515/9783110733488-022,1,literature_record,3,Oceanic,2,STATIC_LITERATURE,Transdisciplinary ocean research co-production: Chapter 22 Sustainable ocean development and the blue economy,,10.1515/9783110733488-022
record_pk_d39b6fb6a94514d0,10.1515/9783110733488-025,10.1515/9783110733488-025,1,literature_record,3,Oceanic,2,STATIC_LITERATURE,Social impact assessment for blue economy projects: Chapter 25 Evaluating the governance of sustainable development: The q,,10.1515/9783110733488-025
record_pk_e4bd8a33a916cb1c,10.1515/9783111195544-006,10.1515/9783111195544-006,1,literature_record,-98,Not extracted,3,LIVE_API,631.4 The place of marine renewable energy in the ocean economy,10.1515/9783111195544-006,crossref:10.1515/9783111195544-006
record_pk_89e5d991ac49d3b1,10.1515/9783111195544-009,10.1515/9783111195544-009,1,literature_record,-98,Not extracted,3,LIVE_API,952.1 A Green-Blue Economy? The case of offshore wind power,10.1515/9783111195544-009,crossref:10.1515/9783111195544-009
record_pk_7077c7e861d7d1d4,10.1515/9789048521111-003,10.1515/9789048521111-003,1,literature_record,-98,Not extracted,3,LIVE_API,"On maritime labour and maritime labour markets in Germany, 1700-1900",10.1515/9789048521111-003,crossref:10.1515/9789048521111-003
record_pk_d31595214fc6c6ca,10.1515/9789048530724-006,10.1515/9789048530724-006,1,literature_record,-98,Not extracted,3,LIVE_API,6. From war reparations to luxury cruise liners. Production changes and labour relations at the Turku shipyard (Finland) between 1950 and 2010,10.1515/9789048530724-006,crossref:10.1515/9789048530724-006
record_pk_11fdd13289608e6e,10.1515/9789048530724-008,10.1515/9789048530724-008,1,literature_record,-98,Not extracted,3,LIVE_API,"8. Always on the verge of sinking. Labour and production in the Sestri Ponente shipyard, Genoa (Italy), 1950-2014",10.1515/9789048530724-008,crossref:10.1515/9789048530724-008
record_pk_05339838cf95b3ac,10.1515/9789048530724-009,10.1515/9789048530724-009,1,literature_record,-98,Not extracted,3,LIVE_API,"9. Work, workers, and labour conflicts in the shipyard Bazán /Navantia-Ferrol, Galicia (Spain), 1950-2014",10.1515/9789048530724-009,crossref:10.1515/9789048530724-009
record_pk_5d5399f841178ae1,10.1515/9789048530724-010,10.1515/9789048530724-010,1,literature_record,-98,Not extracted,3,LIVE_API,10. Against market rules. A Spanish shipyard nobody wanted (except workers),10.1515/9789048530724-010,crossref:10.1515/9789048530724-010
record_pk_0ac270ac0fd52976,10.1515/9789048530724-011,10.1515/9789048530724-011,1,literature_record,-98,Not extracted,3,LIVE_API,11. Labour relations in a Portuguese shipyard. The case of Setenave,10.1515/9789048530724-011,crossref:10.1515/9789048530724-011
record_pk_1fa6ace4b96a7d19,10.1515/9789048530724-013,10.1515/9789048530724-013,1,literature_record,-98,Not extracted,3,LIVE_API,13. The Gdańsk Shipyard. Production regime and workers’ conflicts in the 1970s and 1980s in the People’s Republic of Poland,10.1515/9789048530724-013,crossref:10.1515/9789048530724-013
record_pk_8a490d59814cfe49,10.1515/9789048530724-016,10.1515/9789048530724-016,1,literature_record,-98,Not extracted,3,LIVE_API,16. The Argentinean shipbuilding industry. Workers’ struggles in a state shipyard,10.1515/9789048530724-016,crossref:10.1515/9789048530724-016
record_pk_52fd1a48c495ce65,10.1515/9789048530724-017,10.1515/9789048530724-017,1,literature_record,-98,Not extracted,3,LIVE_API,"17. Production and labour of a stateowned enterprise. A case study of an Argentinean shipyard, Astillero Río Santiago",10.1515/9789048530724-017,crossref:10.1515/9789048530724-017
record_pk_5a5db6ec11e3d180,10.1520/d6405-99r04,10.1520/d6405-99r04,1,literature_record,-98,Not extracted,3,LIVE_API,Practice for Extraction of Tannins from Raw and Spent Materials,10.1520/d6405-99r04,crossref:10.1520/d6405-99r04
record_pk_e63a4a2f36181a29,10.1520/f2017-00r06,10.1520/f2017-00r06,1,literature_record,-98,Not extracted,3,LIVE_API,Guide for Database Structure of Electronic Data Interchange Between Ship Owner and Shipyard for Contract Administration,10.1520/f2017-00r06,crossref:10.1520/f2017-00r06
record_pk_17ed5b8fede9f580,10.15244/pjoes/190016,10.15244/pjoes/190016,1,literature_record,3,Oceanic,2,STATIC_LITERATURE,Knowledge transfer between science and ocean policy: Bibliometric Analysis and Systematic Review of the Status and Research,,10.15244/pjoes/190016
record_pk_371221fe450b979f,10.15274/tpj.2017.02.02.06,10.15274/TPJ.2017.02.02.06,1,literature_record,2,Maritime,2,STATIC_LITERATURE,Coastal tourism and blue economy value chains: Salty Urbanism: Towards an Adaptive Coastal Design Framework to Addres,,10.15274/TPJ.2017.02.02.06
record_pk_3894a72e6a402373,10.1533/9781845697778.1.62,10.1533/9781845697778.1.62,1,literature_record,-98,Not extracted,3,LIVE_API,Supplier safety assessment in the food supply chain and the role of standards,10.1533/9781845697778.1.62,crossref:10.1533/9781845697778.1.62
record_pk_0219bdb696b68c07,10.15351/2373-8456.1051,10.15351/2373-8456.1051,1,literature_record,1,Marine,2,STATIC_LITERATURE,Artisanal fishing knowledge and ecological literacy: Economic Assessment of Oceans for Sustainable Blue Economy Development,,10.15351/2373-8456.1051
record_pk_a75611d4a52ded00,10.15351/2373-8456.1052,10.15351/2373-8456.1052,1,literature_record,3,Oceanic,2,STATIC_LITERATURE,Cross-border ocean research collaboration: The New Blue Economy: the Future of Sustainability,,10.15351/2373-8456.1052
record_pk_ddb2776e5a53b183,10.15351/2373-8456.1107,10.15351/2373-8456.1107,1,literature_record,1,Marine,2,STATIC_LITERATURE,Artisanal fishing knowledge and ecological literacy: Institutional Arrangements for the Blue Economy: Marine Spatial Planni,,10.15351/2373-8456.1107
record_pk_6b15354a340d6529,10.15351/2373-8456.1132,10.15351/2373-8456.1132,1,literature_record,3,Oceanic,2,STATIC_LITERATURE,Transdisciplinary ocean research co-production: Blue Economy Coastal Resources: Economic Valuation and Governance for,,10.15351/2373-8456.1132
record_pk_a792ddedb744faad,10.15366/relacionesinternacionales2020.45.012,10.15366/RELACIONESINTERNACIONALES2020.45.012,1,literature_record,2,Maritime,2,STATIC_LITERATURE,Maritimisation processes and port-city relations: Lago Chad: qué se esconde tras la crisis de sus aguas,,10.15366/RELACIONESINTERNACIONALES2020.45.012
record_pk_56a0f0fe1436ad30,10.15368/theses.2013.86,10.15368/theses.2013.86,1,literature_record,-98,Not extracted,3,LIVE_API,Administrative Draft: Sea-Level Rise &amp; Climate Adaptation Plan for the City of Carpinteria,10.15368/theses.2013.86,crossref:10.15368/theses.2013.86
record_pk_8b6549bb9a2f0809,10.15578/jksekp.v14i1.12972,10.15578/jksekp.v14i1.12972,1,literature_record,3,Oceanic,2,STATIC_LITERATURE,Indigenous and traditional fishing rights advocacy: Urgensi Implementasi Konsep Ekonomi Biru dalam Tata Kelola Sektor Kela,,10.15578/jksekp.v14i1.12972
record_pk_73f6127546a9a1e1,10.15589/smi2020.1(13).13,10.15589/smi2020.1(13).13,1,literature_record,-98,Not extracted,3,LIVE_API,Aeroecological monitoring technique,10.15589/smi2020.1(13).13,crossref:10.15589/smi2020.1(13).13
record_pk_03df74f3cd733ac7,10.15589/smi2022.1(16).07,10.15589/smi2022.1(16).07,1,literature_record,-98,Not extracted,3,LIVE_API,STRATEGY OF TECHNICAL DEVELOPMENT OF ASSEMBLY AND WELDING MANUFACTURE OF “OCEAN” SHIPYARD,10.15589/smi2022.1(16).07,crossref:10.15589/smi2022.1(16).07
record_pk_3ebbb5c223b05207,10.15649/2346030x.4028,10.15649/2346030x.4028,1,literature_record,3,Oceanic,2,STATIC_LITERATURE,Transdisciplinary ocean research co-production: La Economía Azul en el contexto de los objetivos del desarrollo sosten,,10.15649/2346030x.4028
record_pk_0943182806105fae,10.1596/1813-9450-10839,10.1596/1813-9450-10839,1,literature_record,-98,Not extracted,3,LIVE_API,A Metric of Global Maritime Supply Chain Disruptions: The Global Supply Chain Stress Index (GSCSI),10.1596/1813-9450-10839,crossref:10.1596/1813-9450-10839
record_pk_66c8f85ae1f021b1,10.1596/1813-9450-3349,10.1596/1813-9450-3349,1,literature_record,-98,Not extracted,3,LIVE_API,Kenyan Exports of Nile Perch: Impact of Food Safety Standards on an Export-Oriented Supply Chain,10.1596/1813-9450-3349,crossref:10.1596/1813-9450-3349
record_pk_57a649c93aa4f340,10.1596/25394,10.1596/25394,1,literature_record,-98,Not extracted,3,LIVE_API,Assessment of the Economic Impact of Cruise Tourism in Papua New Guinea and Solomon Islands,10.1596/25394,crossref:10.1596/25394
record_pk_a2f4c948f0769864,10.1596/42996,10.1596/42996,1,literature_record,-98,Not extracted,3,LIVE_API,Jobs and Livelihoods in the Blue Economy,10.1596/42996,crossref:10.1596/42996
record_pk_c25a2bf52bdafc05,10.1596/8152,10.1596/8152,1,literature_record,-98,Not extracted,3,LIVE_API,Scaling Up Marine Management : The Role of Marine Protected Areas,10.1596/8152,crossref:10.1596/8152
record_pk_2528fc457a4b8fbf,10.1680/fr.41561.007,10.1680/fr.41561.007,1,literature_record,-98,Not extracted,3,LIVE_API,Twenty-first century flood risk management,10.1680/fr.41561.007,crossref:10.1680/fr.41561.007
record_pk_5bbdc687fb8e9823,10.1680/fr.41561.073,10.1680/fr.41561.073,1,literature_record,-98,Not extracted,3,LIVE_API,Supporting flood risk management through better infrastructure design and management,10.1680/fr.41561.073,crossref:10.1680/fr.41561.073
record_pk_6673be74ff48b7e0,10.1680/fr.41561.103,10.1680/fr.41561.103,1,literature_record,-98,Not extracted,3,LIVE_API,Performance of coastal flood defences,10.1680/fr.41561.103,crossref:10.1680/fr.41561.103
record_pk_21e460b0fde63f66,10.1680/fr.41561.281,10.1680/fr.41561.281,1,literature_record,-98,Not extracted,3,LIVE_API,Robust decision-making under uncertainty – towards adaptive and resilient flood risk management infrastructure,10.1680/fr.41561.281,crossref:10.1680/fr.41561.281
record_pk_791ea21759dec42c,10.17009/shakes.2010.46.3.004,10.17009/SHAKES.2010.46.3.004,1,literature_record,2,Maritime,2,STATIC_LITERATURE,Labour geography of maritime transport: 인류세의 글쓰기: 루스 오제키의 에 재현된 환경위기와 해양적 상상력,,10.17009/SHAKES.2010.46.3.004
record_pk_5b2c07c8d5adc5b2,10.17159/sajs.2022/14664,10.17159/sajs.2022/14664,1,literature_record,2,Maritime,2,STATIC_LITERATURE,Precarious work and informality in coastal fisheries: Into the blue – The blue economy model in Operation Phakisa ‘Unlocking,,10.17159/sajs.2022/14664
record_pk_0548bcc8566b6eda,10.17323/fstig.2026.30069,10.17323/fstig.2026.30069,1,literature_record,-98,Not extracted,3,LIVE_API,A Scoping Review of Energy Consumption and Sustainability Benefits in Renewable Energy Applications,10.17323/fstig.2026.30069,crossref:10.17323/fstig.2026.30069
record_pk_bb44ba002e68515d,10.17345/rcda4124,10.17345/rcda4124,1,literature_record,2,Maritime,2,STATIC_LITERATURE,Child labour and forced labour prevention in fisheries: ‘There just can’t be green without blue’: Sustainability and fishers i,,10.17345/rcda4124
record_pk_24a3371a28a03e57,10.17645/oas.9500,10.17645/oas.9500,1,literature_record,3,Oceanic,2,STATIC_LITERATURE,Equitable benefit-sharing in ocean resource governance: Maritime Justice: A Commentary,,10.17645/oas.9500
record_pk_78eb9721390d1686,10.17645/pag.v7i1.2029,10.17645/pag.v7i1.2029,1,literature_record,-98,Not extracted,3,LIVE_API,Towards Decarbonization: Understanding EU Energy Governance,10.17645/pag.v7i1.2029,crossref:10.17645/pag.v7i1.2029
record_pk_3d8494ada26b3dd1,10.17730/humo.66.4.a836621h2k5x46m2,10.17730/HUMO.66.4.A836621H2K5X46M2,1,literature_record,3,Oceanic,2,STATIC_LITERATURE,Blue justice frameworks and social sustainability: In the power of power: the understated aspect of fisheries and coastal,,10.17730/HUMO.66.4.A836621H2K5X46M2
record_pk_fcaab2d0565d3a92,10.17730/humo.70.3.d686u2r7j2267055,10.17730/HUMO.70.3.D686U2R7J2267055,1,literature_record,2,Maritime,2,STATIC_LITERATURE,Migration and mobile labour in maritime industries: Equity and access to fishing rights: exploring the community quota pro,,10.17730/HUMO.70.3.D686U2R7J2267055
record_pk_79edb7e5133fdee2,10.17760/d20679796,10.17760/d20679796,1,literature_record,-98,Not extracted,3,LIVE_API,"Analyzing the practice of shareholder activism and its impact on corporate governance policy reform - through the prism of environmental, social, and governance advocacy",10.17760/d20679796,crossref:10.17760/d20679796
record_pk_955bed331f15f459,10.17825/klr.2025.35.5.29,10.17825/klr.2025.35.5.29,1,literature_record,-98,Not extracted,3,LIVE_API,"Digital Transformation, Infrastructure and the Paradox of Risk Management: Drivers of Port Logistics Service Performance and Customer Satisfaction in Nigerian Ports : A PLS-SEM Approach",10.17825/klr.2025.35.5.29,crossref:10.17825/klr.2025.35.5.29
record_pk_db1207e1e02dd351,10.1787/236018165623,10.1787/236018165623,1,literature_record,-98,Not extracted,3,LIVE_API,"Assessing Climate Change Impacts, Sea Level Rise and Storm Surge Risk in Port Cities",10.1787/236018165623,crossref:10.1787/236018165623
record_pk_2dd9e210b87bedf0,10.1787/42a74a65-en,10.1787/42a74a65-en,1,literature_record,-98,Not extracted,3,LIVE_API,Advancing Security and Transparency for the Governance of Critical Raw Materials in Central Asia,10.1787/42a74a65-en,crossref:10.1787/42a74a65-en
record_pk_57afc103d10d51a7,10.1787/888933442558,10.1787/888933442558,1,literature_record,-98,Not extracted,3,LIVE_API,Figure 3.7. CO2 emissions from maritime transport by commodity,10.1787/888933442558,crossref:10.1787/888933442558
record_pk_6ac1780991b99067,10.1787/888934009254,10.1787/888934009254,1,literature_record,-98,Not extracted,3,LIVE_API,Figure 3.9. International aviation and maritime transport account for more CO2 emissions than most countries,10.1787/888934009254,crossref:10.1787/888934009254
record_pk_57887e8908591223,10.1787/888934239192,10.1787/888934239192,1,literature_record,-98,Not extracted,3,LIVE_API,Figure 5.14. CO2 emissions from maritime freight transport in 2050,10.1787/888934239192,crossref:10.1787/888934239192
record_pk_1718abb7ad4f59e6,10.17977/um021v10i12025p113-132,10.17977/um021v10i12025p113-132,1,literature_record,3,Oceanic,2,STATIC_LITERATURE,Community participation in marine spatial planning: Reorientasi Pembangunan Pesisir melalui Keadilan Biru: Studi Kasus Kom,,10.17977/um021v10i12025p113-132
record_pk_eebaa35ab56fee87,10.18104/kalc.2023.38.2.93,10.18104/kalc.2023.38.2.93,1,literature_record,-98,Not extracted,3,LIVE_API,An Interpretive Structural Analysis of the Korean Shipping Industry’s Responses to IMO’s GHG Regulations,10.18104/kalc.2023.38.2.93,crossref:10.18104/kalc.2023.38.2.93
record_pk_a4a77264ef7b7b22,10.18174/659727,10.18174/659727,1,literature_record,-98,Not extracted,3,LIVE_API,"The Politics of Water in Rural China : Governmentality, hydrosocial territories, and ecological civilization",10.18174/659727,crossref:10.18174/659727
record_pk_906128c32ae4800c,10.18174/670489,10.18174/670489,1,literature_record,-98,Not extracted,3,LIVE_API,Economic value of Marine Protected Areas in British waters for Dutch fisheries,10.18174/670489,crossref:10.18174/670489
record_pk_889391d2c8c9c343,10.18196/jerss.v9i1.25954,10.18196/jerss.v9i1.25954,1,literature_record,3,Oceanic,2,STATIC_LITERATURE,Cross-border ocean research collaboration: The Nexus Between Blue Economy and Sustainable Development: A Systemat,,10.18196/jerss.v9i1.25954
record_pk_383652edc136268c,10.18235/0005042,10.18235/0005042,1,literature_record,-98,Not extracted,3,LIVE_API,Smart and Sustainable Ports: Tools for Implementing Port Community Systems: Appendices,10.18235/0005042,crossref:10.18235/0005042
record_pk_d4a9782d5fcafb1e,10.18235/0005053,10.18235/0005053,1,literature_record,-98,Not extracted,3,LIVE_API,Smart and Sustainable Ports: Tools for Implementing Port Community Systems,10.18235/0005053,crossref:10.18235/0005053
